id,element,useCase,type,component
1,User:Create customers,Create Customers,boundary,Displaycustomersinformation
2,User:Homepage,Create Customers,boundary,Homepage
3,Add customers:Database,Create Customers,entity,Database
4,Add customers:Display customers information,Create Customers,boundary,Displaycustomersinformation
5,Validate customers information:Add customers,Create Customers,boundary,Displaycustomersinformation
6,Create customers:Validate customers information,Create Customers,boundary,Displaycustomersinformation
7,Display customers information:Create customers,Create Customers,boundary,Displaycustomersinformation
8,Display customers information:Homepage,Create Customers,boundary,Homepage
9,stl#User:Create customers,Create Customers,Stimulus,undefined
10,stl#User:Homepage,Create Customers,Stimulus,undefined
11,User:Create students,Create Students,boundary,CreateStudentloginandaddstudentdetail
12,User:Homepage,Create Students,boundary,Homepage
13,Add student information :Database,Create Students,entity,Database
14,Add student information :Dialogue box prompts,Create Students,boundary,Dialogueboxprompts
15,Create Student login and add student detail:Add student information ,Create Students,boundary,CreateStudentloginandaddstudentdetail
16,Create students:Create Student login and add student detail,Create Students,boundary,CreateStudentloginandaddstudentdetail
17,Dialogue box prompts:Create students,Create Students,boundary,CreateStudentloginandaddstudentdetail
18,Dialogue box prompts:Homepage,Create Students,boundary,Homepage
19,stl#User:Create students,Create Students,Stimulus,undefined
20,stl#User:Homepage,Create Students,Stimulus,undefined
21,User:Homepage,Delete Customer,boundary,Homepage
22,User:Customer view page,Delete Customer,boundary,Homepage
23,Customer view page:Delete custormer,Delete Customer,control,Deletecustormer
24,Display confirmation:Customer view page,Delete Customer,boundary,Homepage
25,Display confirmation:Database,Delete Customer,entity,Database
26,Delete custormer:Display confirmation,Delete Customer,control,Displayconfirmation
27,Display confirmation:Homepage,Delete Customer,boundary,Homepage
28,stl#User:Homepage,Delete Customer,Stimulus,undefined
29,stl#User:Customer view page,Delete Customer,Stimulus,undefined
30,User:Homepage,Delete Students,boundary,Homepage
31,User:Student view page,Delete Students,boundary,Homepage
32,Display confirmation:Database,Delete Students,entity,Database
33,Delete student:Display confirmation,Delete Students,control,Displayconfirmation
34,Student view page:Delete student,Delete Students,control,Deletecustormer
35,Display confirmation:Homepage,Delete Students,boundary,Homepage
36,Display confirmation:Student view page,Delete Students,boundary,Homepage
37,stl#User:Homepage,Delete Students,Stimulus,undefined
38,stl#User:Student view page,Delete Students,Stimulus,undefined
39,User:Customers view page,Edit Customers,boundary,Homepage
40,User:Homepage ,Edit Customers,boundary,Homepage
41,Customers view page:Edit customers ,Edit Customers,control,Deletecustormer
42,Display confirmation:Customers view page,Edit Customers,boundary,Homepage
43,Display confirmation:Database,Edit Customers,entity,Database
44,Display confirmation:Homepage ,Edit Customers,boundary,Homepage
45,Edit customers :Display confirmation,Edit Customers,control,Displayconfirmation
46,stl#User:Customers view page,Edit Customers,Stimulus,undefined
47,stl#User:Homepage ,Edit Customers,Stimulus,undefined
48,User:Students view page,Edit students,control,Editstudents
49,User:Homepage,Edit students,boundary,Homepage
50,Display confirmation:Database,Edit students,entity,Database
51,Display confirmation:Students view page,Edit students,control,Editstudents
52,Display confirmation:Homepage,Edit students,boundary,Homepage
53,Edit students:Display confirmation,Edit students,control,Displayconfirmation
54,Students view page:Edit students,Edit students,control,Editstudents
55,stl#User:Students view page,Edit students,Stimulus,undefined
56,stl#User:Homepage,Edit students,Stimulus,undefined
57,User:Homepage,Generate Progress Report,boundary,Homepage
58,User:Record students score,Generate Progress Report,control,Editstudents
59,Display confirmation page:Record students score,Generate Progress Report,control,Editstudents
60,Display confirmation page:Homepage,Generate Progress Report,boundary,Homepage
61,Generate student report:Display confirmation page,Generate Progress Report,control,Displayconfirmation
62,Inserted into databse:Generate student report,Generate Progress Report,control,Editstudents
63,Record students score:Inserted into databse,Generate Progress Report,entity,Database
64,stl#User:Homepage,Generate Progress Report,Stimulus,undefined
65,stl#User:Record students score,Generate Progress Report,Stimulus,undefined
66,User:Homepage,Login,boundary,Homepage
67,User:Login page,Login,boundary,Homepage
68,Display error:Homepage,Login,boundary,Homepage
69,Display error:Login page,Login,boundary,Homepage
70,Redirect  to home page:Display error,Login,control,Displayconfirmation
71,Login page:Validate username and password,Login,control,Deletecustormer
72,Validate username and password:Redirect  to home page,Login,boundary,Homepage
73,stl#User:Homepage,Login,Stimulus,undefined
74,stl#User:Login page,Login,Stimulus,undefined
75,User:Homepage,Logout,boundary,Homepage
76,User:Logout page,Logout,boundary,Homepage
77,Display logged out:Homepage,Logout,boundary,Homepage
78,Validate username and password:Display logged out,Logout,control,Displayconfirmation
79,Log out and end the session:Validate username and password,Logout,control,Deletecustormer
80,Logout page:Log out and end the session,Logout,control,Logoutandendthesession
81,stl#User:Homepage,Logout,Stimulus,undefined
82,stl#User:Logout page,Logout,Stimulus,undefined
83,User:Course list view page,Purchase Courses,boundary,Homepage
84,User:Homepage,Purchase Courses,boundary,Homepage
85,User:Buy button ,Purchase Courses,control,Buybutton
86,User:Click on purchasing options,Purchase Courses,control,Selectpuchasingoptison
87,User:Select puchasing optison,Purchase Courses,control,Selectpuchasingoptison
88,Buy button :Connect to course merchant,Purchase Courses,control,Selectpuchasingoptison
89,Click on purchasing options:Display purchasing options,Purchase Courses,control,Selectpuchasingoptison
