id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:Homepage,EQ,0,1,1,0,0,boundary
2,User:Create customers-->Create customers:Validate customers information-->Validate customers information:Add customers-->Add customers:Display customers information-->Display customers information:Homepage,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
3,User:Create customers-->Create customers:Validate customers information-->Validate customers information:Add customers-->Add customers:Display customers information-->Display customers information:Create customers-->Create customers:Validate customers information,EQ,0,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
4,User:Create customers-->Create customers:Validate customers information-->Validate customers information:Add customers-->Add customers:Database,EI,0,4,3,0,1,boundary->boundary->boundary->entity
5,User:Create students-->Create students:Create Student login and add student detail-->Create Student login and add student detail:Add student information -->Add student information :Dialogue box prompts-->Dialogue box prompts:Homepage,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
6,User:Create students-->Create students:Create Student login and add student detail-->Create Student login and add student detail:Add student information -->Add student information :Dialogue box prompts-->Dialogue box prompts:Create students-->Create students:Create Student login and add student detail,EQ,0,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
7,User:Create students-->Create students:Create Student login and add student detail-->Create Student login and add student detail:Add student information -->Add student information :Database,EI,1,4,3,0,1,boundary->boundary->boundary->entity
8,User:Customer view page-->Customer view page:Delete custormer-->Delete custormer:Display confirmation-->Display confirmation:Homepage,EQ,1,4,2,2,0,boundary->control->control->boundary
9,User:Customer view page-->Customer view page:Delete custormer-->Delete custormer:Display confirmation-->Display confirmation:Database,EI,1,4,1,2,1,boundary->control->control->entity
10,User:Customer view page-->Customer view page:Delete custormer-->Delete custormer:Display confirmation-->Display confirmation:Customer view page-->Customer view page:Delete custormer,EQ,0,5,2,3,0,boundary->control->control->boundary->control
11,User:Student view page-->Student view page:Delete student-->Delete student:Display confirmation-->Display confirmation:Student view page-->Student view page:Delete student,EQ,1,5,2,3,0,boundary->control->control->boundary->control
12,User:Student view page-->Student view page:Delete student-->Delete student:Display confirmation-->Display confirmation:Homepage,EQ,1,4,2,2,0,boundary->control->control->boundary
13,User:Student view page-->Student view page:Delete student-->Delete student:Display confirmation-->Display confirmation:Database,EI,1,4,1,2,1,boundary->control->control->entity
14,User:Homepage ,EQ,0,1,1,0,0,boundary
15,User:Customers view page-->Customers view page:Edit customers -->Edit customers :Display confirmation-->Display confirmation:Homepage ,EQ,1,4,2,2,0,boundary->control->control->boundary
16,User:Customers view page-->Customers view page:Edit customers -->Edit customers :Display confirmation-->Display confirmation:Database,EI,1,4,1,2,1,boundary->control->control->entity
17,User:Customers view page-->Customers view page:Edit customers -->Edit customers :Display confirmation-->Display confirmation:Customers view page-->Customers view page:Edit customers ,EQ,0,5,2,3,0,boundary->control->control->boundary->control
18,User:Students view page-->Students view page:Edit students-->Edit students:Display confirmation-->Display confirmation:Homepage,EO,2,4,1,3,0,control->control->control->boundary
19,User:Students view page-->Students view page:Edit students-->Edit students:Display confirmation-->Display confirmation:Students view page-->Students view page:Edit students,EQ,2,5,0,5,0,control->control->control->control->control
20,User:Students view page-->Students view page:Edit students-->Edit students:Display confirmation-->Display confirmation:Database,EI,2,4,0,3,1,control->control->control->entity
21,User:Record students score-->Record students score:Inserted into databse-->Inserted into databse:Generate student report-->Generate student report:Display confirmation page-->Display confirmation page:Homepage,EI,2,5,1,3,1,control->entity->control->control->boundary
22,User:Record students score-->Record students score:Inserted into databse-->Inserted into databse:Generate student report-->Generate student report:Display confirmation page-->Display confirmation page:Record students score-->Record students score:Inserted into databse,EQ,2,6,0,4,2,control->entity->control->control->control->entity
23,User:Login page-->Login page:Validate username and password-->Validate username and password:Redirect  to home page-->Redirect  to home page:Display error-->Display error:Login page-->Login page:Validate username and password,EQ,1,6,3,3,0,boundary->control->boundary->control->boundary->control
24,User:Login page-->Login page:Validate username and password-->Validate username and password:Redirect  to home page-->Redirect  to home page:Display error-->Display error:Homepage,EQ,1,5,3,2,0,boundary->control->boundary->control->boundary
25,User:Logout page-->Logout page:Log out and end the session-->Log out and end the session:Validate username and password-->Validate username and password:Display logged out-->Display logged out:Homepage,EQ,3,5,2,3,0,boundary->control->control->control->boundary
26,User:Select puchasing optison-->Select puchasing optison:Display final course-->Display final course:Connect to course merchant-->Connect to course merchant:Verifiy the payment details-->Verifiy the payment details:Homepage,EO,2,5,1,4,0,control->control->control->control->boundary
27,User:Click on purchasing options-->Click on purchasing options:Display purchasing options-->Display purchasing options:Display final course-->Display final course:Connect to course merchant-->Connect to course merchant:Verifiy the payment details-->Verifiy the payment details:Homepage,EO,3,6,1,5,0,control->control->control->control->control->boundary
28,User:Buy button -->Buy button :Connect to course merchant-->Connect to course merchant:Verifiy the payment details-->Verifiy the payment details:Homepage,EO,1,4,1,3,0,control->control->control->boundary
29,User:Course list view page-->Course list view page:Display list course -->Display list course :Display purchasing options-->Display purchasing options:Display final course-->Display final course:Connect to course merchant-->Connect to course merchant:Verifiy the payment details-->Verifiy the payment details:Homepage,EQ,3,7,2,5,0,boundary->control->control->control->control->control->boundary
30,User:Enter answer for question-->Enter answer for question:Diplay security question-->Diplay security question:Authenticate the answer-->Authenticate the answer:Display confirmation-->Display confirmation:Homepage,EO,1,5,1,4,0,control->control->control->control->boundary
