id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
31,User:Login page-->Login page:Validates user name and password-->Validates user name and password:Display incorrect user name-->Display incorrect user name:Recover page-->Recover page:Diplay security question-->Diplay security question:Authenticate the answer-->Authenticate the answer:Display confirmation-->Display confirmation:Homepage,EQ,3,8,3,5,0,boundary->control->control->boundary->control->control->control->boundary
32,User:Take test page-->Take test page:Records answers -->Records answers :Generate scores reports-->Generate scores reports:Display confirmation page-->Display confirmation page:Homepage,EQ,1,5,2,3,0,boundary->control->control->control->boundary
33,User:Take test page-->Take test page:Records answers -->Records answers :Generate scores reports-->Generate scores reports:Display confirmation page-->Display confirmation page:Take test page-->Take test page:Records answers ,EQ,1,6,2,4,0,boundary->control->control->control->boundary->control
34,User:Select lesson page-->Select lesson page:Validate with database-->Validate with database:Lesson validated-->Lesson validated:Display page-->Display page:Select lesson page-->Select lesson page:Validate with database,EQ,3,6,0,4,2,control->entity->control->control->control->entity
35,User:Select lesson page-->Select lesson page:Validate with database-->Validate with database:Lesson validated-->Lesson validated:Display page-->Display page:Homepage,EI,2,5,1,3,1,control->entity->control->control->boundary
36,User:View customer profile-->View customer profile:Displays Customer profile,EQ,0,2,0,2,0,control->control
37,User:Edit customer profile.-->Edit customer profile.:Customer profile update-->Customer profile update:Database,EI,2,3,0,2,1,control->control->entity
38,User:Delete cutomer profile-->Delete cutomer profile:Customer Profile deleted-->Customer Profile deleted:Database,EI,2,3,0,2,1,control->control->entity
39,User:Read and watch videos-->Read and watch videos:Added to system-->Added to system:Display new video-->Display new video:Read and watch videos-->Read and watch videos:Added to system,EQ,1,5,2,3,0,boundary->control->control->boundary->control
40,User:Read and watch videos-->Read and watch videos:Added to system-->Added to system:Display new video-->Display new video:Homepage,EQ,2,4,2,2,0,boundary->control->control->boundary
41,User:Display student profile-->Display student profile:Update student profile-->Update student profile:Database,EI,2,3,0,2,1,control->control->entity
42,User:Edit student profie-->Edit student profie:Update student profile-->Update student profile:Database,EI,1,3,0,2,1,control->control->entity
43,User:Delete student profile-->Delete student profile:Delete profile -->Delete profile :Database,EI,0,3,0,2,1,control->control->entity
