id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#User:validation failed message-->User:validation failed message,Create new case,2,1,0,0,0
2,stl#User:Insert success message-->User:Insert success message-->Insert success message:print the document-->print the document:printer,Create new case,4,2,0,1,0
3,stl#User:case information page-->User:case information page-->case information page:validate the ifnoramtion from case information page-->validate the ifnoramtion from case information page:insert case into case database-->insert case into case database:Insert success message-->Insert success message:print the document-->print the document:printer,Create new case,7,4,1,1,0
4,stl#User:case information page-->User:case information page-->case information page:validate the ifnoramtion from case information page-->validate the ifnoramtion from case information page:insert case into case database-->insert case into case database:case information,Create new case,5,2,1,1,0
5,stl#User:case information page-->User:case information page-->case information page:validate the ifnoramtion from case information page-->validate the ifnoramtion from case information page:user,Create new case,4,2,0,1,0
6,stl#User:case information page-->User:case information page-->case information page:validate the ifnoramtion from case information page-->validate the ifnoramtion from case information page:validation failed message,Create new case,4,3,0,0,0
7,stl#User:validation failed message-->User:validation failed message,Create new case,2,1,0,0,0
8,stl#User:Create new case button-->User:Create new case button-->Create new case button:validate the role of users-->validate the role of users:case information page-->case information page:validate the ifnoramtion from case information page-->validate the ifnoramtion from case information page:insert case into case database-->insert case into case database:Insert success message-->Insert success message:print the document-->print the document:printer,Create new case,9,5,2,1,0
9,stl#User:Create new case button-->User:Create new case button-->Create new case button:validate the role of users-->validate the role of users:case information page-->case information page:validate the ifnoramtion from case information page-->validate the ifnoramtion from case information page:insert case into case database-->insert case into case database:case information,Create new case,7,3,2,1,0
10,stl#User:Create new case button-->User:Create new case button-->Create new case button:validate the role of users-->validate the role of users:case information page-->case information page:validate the ifnoramtion from case information page-->validate the ifnoramtion from case information page:user,Create new case,6,3,1,1,0
11,stl#User:Create new case button-->User:Create new case button-->Create new case button:validate the role of users-->validate the role of users:case information page-->case information page:validate the ifnoramtion from case information page-->validate the ifnoramtion from case information page:validation failed message,Create new case,6,4,1,0,0
12,stl#User:Create new case button-->User:Create new case button-->Create new case button:validate the role of users-->validate the role of users:user,Create new case,4,1,1,1,0
13,stl#User:Create new case button-->User:Create new case button-->Create new case button:validate the role of users-->validate the role of users:validation failed message,Create new case,4,2,1,0,0
