id,element,useCase,type,component
1,Administrator:user management page,Edit user,control,Usermanagementbutton
2,Administrator:unauthorized error message,Edit user,boundary,unauthorizedrequest
3,Administrator:user information page,Edit user,control,Usermanagementbutton
4,Administrator:invalid input information error,Edit user,entity,insertuserinfo
5,Administrator:User Management Button,Edit user,control,Usermanagementbutton
6,Administrator:user edit page,Edit user,control,Usermanagementbutton
7,query user information:Email protocol,Edit user,control,emailpassword
8,save input user information:Case,Edit user,entity,case
9,query user information:User,Edit user,entity,insertuserinfo
10,save input user information:User,Edit user,entity,insertuserinfo
11,User Management Button:validate role of user,Edit user,entity,role
12,display user edit page:user edit page,Edit user,control,Usermanagementbutton
13,user information page:display user edit page,Edit user,control,Usermanagementbutton
14,display user information:user information page,Edit user,control,Usermanagementbutton
15,save input user information:display user information,Edit user,entity,insertuserinfo
16,validate input user information:invalid input information error,Edit user,entity,insertuserinfo
17,query user information:user information page,Edit user,control,Usermanagementbutton
18,user management page:query user information,Edit user,entity,insertuserinfo
19,validate role of user:role,Edit user,entity,role
20,validate input user information:save input user information,Edit user,entity,insertuserinfo
21,validate role of user:unauthorized error message,Edit user,boundary,unauthorizedrequest
22,user edit page:validate input user information,Edit user,entity,insertuserinfo
23,validate role of user:user management page,Edit user,control,Usermanagementbutton
24,stl#Administrator:user management page,Edit user,Stimulus,undefined
25,stl#Administrator:unauthorized error message,Edit user,Stimulus,undefined
26,stl#Administrator:user information page,Edit user,Stimulus,undefined
27,stl#Administrator:invalid input information error,Edit user,Stimulus,undefined
28,stl#Administrator:User Management Button,Edit user,Stimulus,undefined
29,stl#Administrator:user edit page,Edit user,Stimulus,undefined
