id,element,useCase,type,outboundDegree,inboundDegree
173,Display sorting options:Sorting options,Sort Pictures,0,undefined,undefined
174,Display sorting options:Sorting options,Sort Pictures,0,undefined,undefined
175,Filter Icon:Display sorting options,Sort Pictures,0,undefined,undefined
176,sort the picture:Sorted List of Pictures,Sort Pictures,0,undefined,undefined
177,Sorting options:sort the picture,Sort Pictures,0,undefined,undefined
178,stl#User:Sorting options,Sort Pictures,0,undefined,undefined
179,stl#User:Sorted List of Pictures,Sort Pictures,0,undefined,undefined
180,stl#User:Filter Icon,Sort Pictures,0,undefined,undefined
181,stl#User:Sorting options,Sort Pictures,0,undefined,undefined
182,User:Confirm Dialog,Suspend User - Confirm,0,undefined,undefined
183,User:User List,Suspend User - Confirm,0,undefined,undefined
184,User:Click user suspend button,Suspend User - Confirm,0,undefined,undefined
185,Click user suspend button:Prompt confirm dialog,Suspend User - Confirm,0,undefined,undefined
186,Confirm Dialog:Suspend User,Suspend User - Confirm,0,undefined,undefined
187,Prompt confirm dialog:Confirm Dialog,Suspend User - Confirm,0,undefined,undefined
188,Suspend User:User,Suspend User - Confirm,0,undefined,undefined
189,Suspend User:User List,Suspend User - Confirm,0,undefined,undefined
190,stl#User:Confirm Dialog,Suspend User - Confirm,0,undefined,undefined
191,stl#User:User List,Suspend User - Confirm,0,undefined,undefined
192,stl#User:Click user suspend button,Suspend User - Confirm,0,undefined,undefined
193,User:The heart icon on picture,Unlike Picture,0,undefined,undefined
194,User:Total Number of Likes,Unlike Picture,0,undefined,undefined
195,remove the user liking information:Like Information,Unlike Picture,0,undefined,undefined
196,The heart icon on picture:remove the user liking information,Unlike Picture,0,undefined,undefined
197,remove the user liking information:Total Number of Likes,Unlike Picture,0,undefined,undefined
198,stl#User:The heart icon on picture,Unlike Picture,0,undefined,undefined
199,stl#User:Total Number of Likes,Unlike Picture,0,undefined,undefined
200,Admin:Event Information Update Page,Update Event,0,undefined,undefined
201,Admin:Event List,Update Event,0,undefined,undefined
202,Admin:Event Update Button,Update Event,0,undefined,undefined
203,Update Event Information:Event,Update Event,0,undefined,undefined
204,retrieve events:Event,Update Event,0,undefined,undefined
205,Event Information Update Page:Update Event Information,Update Event,0,undefined,undefined
206,Prompt Event Update Dialog:Event Information Update Page,Update Event,0,undefined,undefined
207,Update Event Information:Event Information Update Page,Update Event,0,undefined,undefined
208,Event List:Prompt Event Update Dialog,Update Event,0,undefined,undefined
209,retrieve events:Event List,Update Event,0,undefined,undefined
210,Event Update Button:retrieve events,Update Event,0,undefined,undefined
211,stl#Admin:Event Information Update Page,Update Event,0,undefined,undefined
212,stl#Admin:Event List,Update Event,0,undefined,undefined
213,stl#Admin:Event Update Button,Update Event,0,undefined,undefined
214,User:Radius Setting Button,View Nearby Pictures,0,undefined,undefined
215,Search pictures by radius:Pictures,View Nearby Pictures,0,undefined,undefined
216,Radius Setting Button:Search pictures by radius,View Nearby Pictures,0,undefined,undefined
217,stl#User:Radius Setting Button,View Nearby Pictures,0,undefined,undefined
218,User:Picture Gallery,View Specific Picture,0,undefined,undefined
219,retrieve picture details:Picture,View Specific Picture,0,undefined,undefined
220,Picture Gallery:retrieve picture details,View Specific Picture,0,undefined,undefined
221,stl#User:Picture Gallery,View Specific Picture,0,undefined,undefined
