id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Administrator->Redemption statistics screen->Chooses filtering or sorting option->Filter and sort result->Temporary storage,EI,CTRL|DM|EI,5,undefined,2,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
2,Administrator->Redemption statistics screen->Leave Reemption statistics screen->Temporary storage,EI,CTRL|DM|EI,4,undefined,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
3,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Filter and sort result->Temporary storage,EI,CTRL|DM|EI,5,undefined,2,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
4,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Partner Info,EI,CTRL|DM|EI,4,undefined,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
5,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Transaction Log,EI,CTRL|DM|EI,4,undefined,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
6,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Temporary storage,EI,CTRL|DM|EI,4,undefined,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
