id,element,useCase,type,component
1,Actor:Set Password Screen,Reserve a Hashtag,boundary,SignupScreen
2,Actor:Create Event Screen,Reserve a Hashtag,boundary,event
3,Create Event Screen:Create new event with hashtag,Reserve a Hashtag,boundary,event
4,Create Event Screen:Handle Creation Error,Reserve a Hashtag,control,canceldeletion
5,User:Create Event Screen,Reserve a Hashtag,boundary,event
6,Create new event with hashtag:Event,Reserve a Hashtag,boundary,event
7,Create new event with hashtag:Event Collection,Reserve a Hashtag,boundary,event
8,Create new event with hashtag:Handle Creation Error,Reserve a Hashtag,control,canceldeletion
9,Set Password Screen:Create new event with hashtag,Reserve a Hashtag,boundary,event
10,Handle Creation Error:Set Password Screen,Reserve a Hashtag,boundary,SignupScreen
11,User:Set Password Screen,Reserve a Hashtag,boundary,SignupScreen
12,stl#Actor:Set Password Screen,Reserve a Hashtag,Stimulus,undefined
13,stl#Actor:Create Event Screen,Reserve a Hashtag,Stimulus,undefined
14,stl#User:Create Event Screen,Reserve a Hashtag,Stimulus,undefined
15,stl#User:Set Password Screen,Reserve a Hashtag,Stimulus,undefined
