id,path,functional,transactional,path_length,diagram,useCase
1,User->advanced search button->redirected to advanced search page->advanced search page,EQ,CTRL|INT,undefined,Advanced Search Functionality,Advanced Search Functionality
2,User->advanced search page->check validity of search string->invalid search string,EQ,CTRL|INT,undefined,Advanced Search Functionality,Advanced Search Functionality
3,User->advanced search page->check validity of search string->search people company group by options->SQl injection protection->No matched results,EQ,CTRL|INT,undefined,Advanced Search Functionality,Advanced Search Functionality
4,User->advanced search page->check validity of search string->search people company group by options->SQl injection protection->people,EI,CTRL|DM|EI,undefined,Advanced Search Functionality,Advanced Search Functionality
5,User->advanced search page->check validity of search string->search people company group by options->SQl injection protection->company,EI,CTRL|DM|EI,undefined,Advanced Search Functionality,Advanced Search Functionality
6,User->advanced search page->check validity of search string->search people company group by options->SQl injection protection->group,EI,CTRL|DM|EI,undefined,Advanced Search Functionality,Advanced Search Functionality
7,User->advanced search page->check validity of search string->search people company group by options->SQl injection protection->empty list of search results,EQ,CTRL|INT,undefined,Advanced Search Functionality,Advanced Search Functionality
8,User->advanced search page->check validity of search string->search people company group by options->SQl injection protection->Matched results,EQ,CTRL|INT,undefined,Advanced Search Functionality,Advanced Search Functionality
