id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:Log In Screen,Log In to Account,0,undefined,undefined
2,Verify Password:Account,Log In to Account,0,undefined,undefined
3,Display pop-p "Authentication Failed" on Log In Screen:Log In Screen,Log In to Account,0,undefined,undefined
4,Verify Password:Display pop-p "Authentication Failed" on Log In Screen,Log In to Account,0,undefined,undefined
5,Verify Username:Display pop-p "Authentication Failed" on Log In Screen,Log In to Account,0,undefined,undefined
6,Log In Screen:Verify Username,Log In to Account,0,undefined,undefined
7,User:Log In Screen,Log In to Account,0,undefined,undefined
8,Verify Username:User Collection,Log In to Account,0,undefined,undefined
9,Verify Password:User Collection,Log In to Account,0,undefined,undefined
10,Verify Username:Verify Password,Log In to Account,0,undefined,undefined
11,stl#Actor:Log In Screen,Log In to Account,0,undefined,undefined
12,stl#User:Log In Screen,Log In to Account,0,undefined,undefined
