id,path,transactional,path_length,diagram,useCase
1,Contractor->show crawling list->query crawling list of websites->List of websites,CTRL,4,Edit website details,Edit website details
2,Contractor->show crawling list->query crawling list of websites->List of websites,INT,4,Edit website details,Edit website details
3,Contractor->show crawling list->query crawling list of websites->websites,CTRL,4,Edit website details,Edit website details
4,Contractor->show crawling list->query crawling list of websites->websites,DM,4,Edit website details,Edit website details
5,Contractor->show crawling list->query crawling list of websites->websites,EI,4,Edit website details,Edit website details
6,Contractor->Attribute list of website->add attributes->websites,CTRL,4,Edit website details,Edit website details
7,Contractor->Attribute list of website->add attributes->websites,DM,4,Edit website details,Edit website details
8,Contractor->Attribute list of website->add attributes->websites,EI,4,Edit website details,Edit website details
9,Contractor->List of websites->query attributes of webbiste->websites,CTRL,4,Edit website details,Edit website details
10,Contractor->List of websites->query attributes of webbiste->websites,DM,4,Edit website details,Edit website details
11,Contractor->List of websites->query attributes of webbiste->websites,EI,4,Edit website details,Edit website details
12,Contractor->List of websites->query attributes of webbiste->Attribute list of website,CTRL,4,Edit website details,Edit website details
13,Contractor->List of websites->query attributes of webbiste->Attribute list of website,INT,4,Edit website details,Edit website details
