id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Check email information for the customer and send the email manually->User:Check email information for the customer and send the email manually->Check email information for the customer and send the email manually:show confirmation page->show confirmation page:Homepage,UC19: Email,CTRL,4,1,2.3333333333333335,3,9.333333333333334
2,stl#User:Homepage->User:Homepage,UC19: Email,CTRL,2,0,3,1,6
