id,element,useCase,type,component
1,User:In-app notification,prompt other users,control,VizualizationView
2,User:List of notifications,prompt other users,control,VizualizationView
3,User:Share sphere button,prompt other users,boundary,Sharebutton
4,User:sphere edit page,prompt other users,boundary,EditSphereView
5,Adds notification record in DB:Notification record,prompt other users,control,AuthorizationChecker
6,Adds notification record in DB:db,prompt other users,entity,db
7,sends email notification to second user:Adds notification record in DB,prompt other users,control,AuthorizationChecker
8,Display success message to user:In-app notification,prompt other users,control,VizualizationView
9,display in-app notificaiton:Display success message to user,prompt other users,control,Displaysuccessmessagetouser
10,In-app notification:redirect to sphere edit,prompt other users,boundary,EditSphereView
11,In-app notification:Log out app,prompt other users,control,Router
12,display in-app notificaiton:In-app notification,prompt other users,control,VizualizationView
13,List of notifications:display in-app notificaiton,prompt other users,control,Displaysuccessmessagetouser
14,Log out app:List of notifications,prompt other users,control,VizualizationView
15,Share sphere button:sends email notification to second user,prompt other users,control,EmailSender
16,redirect to sphere edit:sphere edit page,prompt other users,boundary,EditSphereView
17,stl#User:In-app notification,prompt other users,Stimulus,undefined
18,stl#User:List of notifications,prompt other users,Stimulus,undefined
19,stl#User:Share sphere button,prompt other users,Stimulus,undefined
20,stl#User:sphere edit page,prompt other users,Stimulus,undefined
