id,element,attributeNum,operationNum,diagram
1,Valet Check In,4,0,Domain Objects
2,Valet,6,0,Domain Objects
3,Customer,4,0,Domain Objects
4,Valet Company,4,0,Domain Objects
5,Valet Company Located IN,3,0,Domain Objects
6,Valet Request,10,0,Domain Objects
7,Location,8,0,Domain Objects
