id,path,transactional,path_length,diagram,useCase
1,Creator->Login page->check login Info->login error,CTRL,4,Creator log in and register,Creator log in and register
2,Creator->Login page->check login Info->login error,INT,4,Creator log in and register,Creator log in and register
3,Creator->Login page->check login Info->User Info,CTRL,4,Creator log in and register,Creator log in and register
4,Creator->Login page->check login Info->User Info,DM,4,Creator log in and register,Creator log in and register
5,Creator->Login page->check login Info->User Info,EI,4,Creator log in and register,Creator log in and register
6,Creator->register page->process login info->sign up error message,CTRL,4,Creator log in and register,Creator log in and register
7,Creator->register page->process login info->sign up error message,INT,4,Creator log in and register,Creator log in and register
8,Creator->register page->process login info->save user info->User Info,CTRL,5,Creator log in and register,Creator log in and register
9,Creator->register page->process login info->save user info->User Info,DM,5,Creator log in and register,Creator log in and register
10,Creator->register page->process login info->save user info->User Info,EI,5,Creator log in and register,Creator log in and register
11,Creator->login error->redirect to login page->Login page,CTRL,4,Creator log in and register,Creator log in and register
12,Creator->login error->redirect to login page->Login page,INT,4,Creator log in and register,Creator log in and register
13,Creator->sign up error message->redirect to sign up page->register page,CTRL,4,Creator log in and register,Creator log in and register
14,Creator->sign up error message->redirect to sign up page->register page,INT,4,Creator log in and register,Creator log in and register
