id,path,transactional,path_length,diagram,useCase
1,Traveler->Redemption Password Validation Page->Display Redeem Coupon Page->Redeem Coupon Page,CTRL,undefined,Experiment Use Case,Validate Redemption Password
2,Traveler->Redemption Password Validation Page->Display Redeem Coupon Page->Redeem Coupon Page,INT,undefined,Experiment Use Case,Validate Redemption Password
3,Coupon->Display Redemption Password Validation Page->Is redemption password valid?->Display Pop-up Error Message->Error message popup,TRAN_NA,undefined,Experiment Use Case,Validate Redemption Password
4,Coupon->Display Redemption Password Validation Page->Is redemption password valid?->Enter Password->Redemption Password Validation Page,TRAN_NA,undefined,Experiment Use Case,Validate Redemption Password
5,Coupon->Display Redemption Password Validation Page->Is redemption password valid?->get Redeem password->Traveler Account,TRAN_NA,undefined,Experiment Use Case,Validate Redemption Password
6,Coupon->Display Redemption Password Validation Page->Is redemption password valid?->get Redeem password->Display Coupon Successfully Redeemed Popup Message->Coupon Successfully Redeemed Popup Message,TRAN_NA,undefined,Experiment Use Case,Validate Redemption Password
7,Coupon->Display Redemption Password Validation Page->Is redemption password valid?->Display Popup Error Message->Error messagge popup,TRAN_NA,undefined,Experiment Use Case,Validate Redemption Password
8,Coupon->Display Redemption Password Validation Page->Redemption Password Validation Page,TRAN_NA,undefined,Experiment Use Case,Validate Redemption Password
9,Employee->Coupon Redeem Page->Enter password->Is network connection working->Alert message page,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
10,Employee->Coupon Redeem Page->Enter password->Is network connection working->Alert message page,INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
11,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->Redeem failed page,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
12,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->Redeem failed page,INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
13,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Alert message page,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
14,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Alert message page,INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
15,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
16,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,DM,undefined,Notify Partner of Redemption,Notify Partner of Redemption
17,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,EI,undefined,Notify Partner of Redemption,Notify Partner of Redemption
18,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Display Redeem Coupon Page->Redeem Success Page,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
19,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Display Redeem Coupon Page->Redeem Success Page,INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
20,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Alert message page,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
21,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Alert message page,INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
22,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->Redeem failed page,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
23,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->Redeem failed page,INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
24,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Alert message page,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
25,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Alert message page,INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
26,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
27,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,DM,undefined,Notify Partner of Redemption,Notify Partner of Redemption
28,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,EI,undefined,Notify Partner of Redemption,Notify Partner of Redemption
29,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Display Redeem Coupon Page->Redeem Success Page,CTRL,undefined,Notify Partner of Redemption,Notify Partner of Redemption
30,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Display Redeem Coupon Page->Redeem Success Page,INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
31,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Display->Coupon template,CTRL,undefined,Bill partner for redemption transaction,Bill partner for redemption transaction
32,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Display->Coupon template,INT,undefined,Bill partner for redemption transaction,Bill partner for redemption transaction
33,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Logging transaction,TRAN_NA,undefined,Bill partner for redemption transaction,Bill partner for redemption transaction
34,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Validating redemption password,TRAN_NA,undefined,Bill partner for redemption transaction,Bill partner for redemption transaction
35,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Notifying partner,TRAN_NA,undefined,Bill partner for redemption transaction,Bill partner for redemption transaction
36,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->retrieve data from account->account,CTRL,undefined,Bill partner for redemption transaction,Bill partner for redemption transaction
37,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->retrieve data from account->account,DM,undefined,Bill partner for redemption transaction,Bill partner for redemption transaction
38,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->retrieve data from account->account,EI,undefined,Bill partner for redemption transaction,Bill partner for redemption transaction
39,Administrator->Redemption statistics screen->Chooses filtering or sorting option->Filter and sort result->Temporary storage,CTRL,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
40,Administrator->Redemption statistics screen->Chooses filtering or sorting option->Filter and sort result->Temporary storage,DM,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
41,Administrator->Redemption statistics screen->Chooses filtering or sorting option->Filter and sort result->Temporary storage,EI,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
42,Administrator->Redemption statistics screen->Leave Reemption statistics screen->Temporary storage,CTRL,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
43,Administrator->Redemption statistics screen->Leave Reemption statistics screen->Temporary storage,DM,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
44,Administrator->Redemption statistics screen->Leave Reemption statistics screen->Temporary storage,EI,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
45,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Filter and sort result->Temporary storage,CTRL,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
46,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Filter and sort result->Temporary storage,DM,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
47,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Filter and sort result->Temporary storage,EI,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
48,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Partner Info,CTRL,undefined,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
