id,element,useCase,type,component
1,Administrator:User management button,Activate user,boundary,Case Manager
2,Administrator:activation success message,Activate user,control,Cases_Activities
3,Administrator:invalid input information error,Activate user,control,Case_education_history
4,Administrator:user is already activated error,Activate user,actor,General_User
5,Administrator:unauthorized error message,Activate user,entity,Manager
6,Administrator:user information page,Activate user,boundary,Case Manager
7,Administrator:user management page,Activate user,boundary,Case Manager
8,Administrator:user edit page,Activate user,control,Limited_User
9,activtate the user:User,Activate user,entity,Users
10,save input user information:User,Activate user,entity,Users
11,User management button:validate role of user,Activate user,control,Limited_User
12,activtate the user:activation success message,Activate user,control,Cases_Activities
13,check the status of user:activtate the user,Activate user,control,Cases_Activities
14,check the status of user:user information page,Activate user,boundary,Case Manager
15,check the status of user:user is already activated error,Activate user,actor,General_User
16,user management page:check the status of user,Activate user,entity,Users
17,display user edit page:user edit page,Activate user,control,Limited_User
18,user information page:display user edit page,Activate user,control,Limited_User
19,display user information:user information page,Activate user,boundary,Case Manager
20,save input user information:display user information,Activate user,control,Case_education_history
21,validate input user information:invalid input information error,Activate user,control,Case_education_history
22,validate role of user:role,Activate user,entity,Groups
23,validate input user information:save input user information,Activate user,entity,User Security Question
24,validate role of user:unauthorized error message,Activate user,entity,Manager
25,user edit page:validate input user information,Activate user,entity,User Security Question
26,validate role of user:user management page,Activate user,boundary,Case Manager
27,stl#Administrator:User management button,Activate user,Stimulus,undefined
28,stl#Administrator:activation success message,Activate user,Stimulus,undefined
29,stl#Administrator:invalid input information error,Activate user,Stimulus,undefined
30,stl#Administrator:user is already activated error,Activate user,Stimulus,undefined
31,stl#Administrator:unauthorized error message,Activate user,Stimulus,undefined
32,stl#Administrator:user information page,Activate user,Stimulus,undefined
33,stl#Administrator:user management page,Activate user,Stimulus,undefined
34,stl#Administrator:user edit page,Activate user,Stimulus,undefined
35,Administrator:case information page,Check case information,boundary,Case Manager
36,Administrator:document list,Check case information,control,Document
37,Administrator:unauthorized request message,Check case information,boundary,Security Question
38,print:Administrator,Check case information,control,Admin
39,Administrator:unauthorized request,Check case information,boundary,Security Question
40,Administrator:document list,Check case information,control,Document
41,Administrator:unauthorized request message,Check case information,boundary,Security Question
42,Administrator:case information page,Check case information,boundary,Case Manager
43,Case Manager:unauthorized request,Check case information,boundary,Security Question
44,Case Manager:case information page,Check case information,boundary,Case Manager
45,Case Manager:document list,Check case information,control,Document
46,Case Manager:unauthorized request message,Check case information,boundary,Security Question
47,General staff:document list,Check case information,control,Document
48,General staff:unauthorized request message,Check case information,boundary,Security Question
49,General staff:case information page,Check case information,boundary,Case Manager
50,download:General staff,Check case information,actor,General_User
51,Youth:case information page,Check case information,boundary,Case Manager
52,Youth:unauthorized request message,Check case information,boundary,Security Question
53,Youth:unauthorized request,Check case information,boundary,Security Question
54,Youth:document list,Check case information,control,Document
55,Validate print/download request:role,Check case information,entity,Groups
56,Validate print/download request:unauthorized request,Check case information,boundary,Security Question
57,Validate print/download request:print,Check case information,control,Admin
58,Validate print/download request:download,Check case information,control,download
59,case information page:Validate print/download request,Check case information,control,download
60,display case information page:case information,Check case information,control,Case_education_history
61,display case information page:case information page,Check case information,boundary,Case Manager
62,verify the role of the user:display case information page,Check case information,control,Case_education_history
63,document list:verify the role of the user,Check case information,entity,Users
64,verify the role of the user:role,Check case information,entity,Groups
65,verify the role of the user:unauthorized request message,Check case information,boundary,Security Question
66,stl#Administrator:case information page,Check case information,Stimulus,undefined
67,stl#Administrator:document list,Check case information,Stimulus,undefined
68,stl#Administrator:unauthorized request message,Check case information,Stimulus,undefined
69,stl#Administrator:unauthorized request,Check case information,Stimulus,undefined
70,stl#Administrator:document list,Check case information,Stimulus,undefined
71,stl#Administrator:unauthorized request message,Check case information,Stimulus,undefined
72,stl#Administrator:case information page,Check case information,Stimulus,undefined
73,stl#Case Manager:unauthorized request,Check case information,Stimulus,undefined
74,stl#Case Manager:case information page,Check case information,Stimulus,undefined
75,stl#Case Manager:document list,Check case information,Stimulus,undefined
76,stl#Case Manager:unauthorized request message,Check case information,Stimulus,undefined
77,stl#General staff:document list,Check case information,Stimulus,undefined
78,stl#General staff:unauthorized request message,Check case information,Stimulus,undefined
79,stl#General staff:case information page,Check case information,Stimulus,undefined
80,stl#Youth:case information page,Check case information,Stimulus,undefined
81,stl#Youth:unauthorized request message,Check case information,Stimulus,undefined
82,stl#Youth:unauthorized request,Check case information,Stimulus,undefined
83,stl#Youth:document list,Check case information,Stimulus,undefined
84,Administrator:invalid case information error,Create a new case,control,Case_education_history
85,Administrator:case information page,Create a new case,boundary,Case Manager
86,Administrator:unauthorized information message,Create a new case,boundary,Education Level
87,Administrator:Creae new case button,Create a new case,entity,Cases
88,Administrator:success message,Create a new case,control,Case_addresses
89,Case Manager:Creae new case button,Create a new case,entity,Cases
90,Case Manager:unauthorized information message,Create a new case,boundary,Education Level
91,Case Manager:success message,Create a new case,control,Case_addresses
92,Case Manager:invalid case information error,Create a new case,control,Case_education_history
93,Case Manager:case information page,Create a new case,boundary,Case Manager
94,Creae new case button:validate role of user,Create a new case,control,Limited_User
95,Validate the information of description:invalid case information error,Create a new case,control,Case_education_history
96,Validate the information of description:save case information,Create a new case,control,Case_education_history
97,case information page:Validate the information of description,Create a new case,boundary,Security Question
98,save case information:case,Create a new case,entity,Cases
99,validate role of user:case information page,Create a new case,boundary,Case Manager
100,validate role of user:role,Create a new case,entity,Groups
101,save case information:update case information page,Create a new case,boundary,Case Manager
102,save case information:success message,Create a new case,control,Case_addresses
103,update case information page:success message,Create a new case,control,Case_addresses
104,validate role of user:unauthorized information message,Create a new case,boundary,Education Level
105,stl#Administrator:invalid case information error,Create a new case,Stimulus,undefined
106,stl#Administrator:case information page,Create a new case,Stimulus,undefined
107,stl#Administrator:unauthorized information message,Create a new case,Stimulus,undefined
108,stl#Administrator:Creae new case button,Create a new case,Stimulus,undefined
109,stl#Administrator:success message,Create a new case,Stimulus,undefined
110,stl#Case Manager:Creae new case button,Create a new case,Stimulus,undefined
111,stl#Case Manager:unauthorized information message,Create a new case,Stimulus,undefined
112,stl#Case Manager:success message,Create a new case,Stimulus,undefined
113,stl#Case Manager:invalid case information error,Create a new case,Stimulus,undefined
114,stl#Case Manager:case information page,Create a new case,Stimulus,undefined
115,Administrator:case created success message,Create a youth user,control,Case_addresses
116,Administrator:generate a random password,Create a youth user,control,Password
117,Administrator:unauthorized error message,Create a youth user,entity,Manager
118,Administrator:username and received password input,Create a youth user,control,Password
119,Administrator:Create user button,Create a youth user,entity,Users
120,email password:Email protocol,Create a youth user,control,Case_email
121,create a case for the user:Case,Create a youth user,entity,Cases
122,Create user button:validate role of user,Create a youth user,control,Limited_User
123,insert username and received password into DB:User,Create a youth user,entity,Users
124,create a case for the user:case created success message,Create a youth user,control,Case_addresses
125,insert username and received password into DB:create a case for the user,Create a youth user,control,$help://use_case_model_pattern.htm
126,generate a random password:email password,Create a youth user,control,Password
127,validate role of user:generate a random password,Create a youth user,control,Password
128,username and received password input:insert username and received password into DB,Create a youth user,control,Password
129,validate role of user:role,Create a youth user,entity,Groups
130,validate role of user:unauthorized error message,Create a youth user,entity,Manager
131,stl#Administrator:case created success message,Create a youth user,Stimulus,undefined
132,stl#Administrator:generate a random password,Create a youth user,Stimulus,undefined
133,stl#Administrator:unauthorized error message,Create a youth user,Stimulus,undefined
134,stl#Administrator:username and received password input,Create a youth user,Stimulus,undefined
135,stl#Administrator:Create user button,Create a youth user,Stimulus,undefined
136,create user information page:Email protocol,Create high-level user,control,Case_email
137,User:user management page,Create high-level user,boundary,Case Manager
138,User:User Management Button,Create high-level user,boundary,Case Manager
139,User:information invalid message,Create high-level user,boundary,Documentation Type
140,User:create user information page,Create high-level user,boundary,Case Manager
141,User:unauthorized error message,Create high-level user,entity,Manager
142,insert user info:User,Create high-level user,entity,Users
143,User Management Button:validate role of user,Create high-level user,control,Limited_User
144,create user information page:validate input information,Create high-level user,boundary,Education Level
145,create user information page:create user information page,Create high-level user,boundary,Case Manager
146,user management page:create user information page,Create high-level user,boundary,Case Manager
147,validate input information:information invalid message,Create high-level user,boundary,Documentation Type
148,validate input information:insert user info,Create high-level user,entity,Users
149,validate role of user:role,Create high-level user,entity,Groups
150,validate role of user:unauthorized error message,Create high-level user,entity,Manager
151,validate role of user:user management page,Create high-level user,boundary,Case Manager
152,stl#User:user management page,Create high-level user,Stimulus,undefined
153,stl#User:User Management Button,Create high-level user,Stimulus,undefined
154,stl#User:information invalid message,Create high-level user,Stimulus,undefined
155,stl#User:create user information page,Create high-level user,Stimulus,undefined
156,stl#User:unauthorized error message,Create high-level user,Stimulus,undefined
157,Administrator:case information page,Edit case,boundary,Case Manager
158,Administrator:list of cases,Edit case,entity,Cases
159,Administrator:document upload page,Edit case,control,Document
160,Administrator:case information edit page,Edit case,control,Case_education_history
161,Administrator:unauthorized error message,Edit case,entity,Manager
162,Administrator:informatin invalid error message,Edit case,entity,validaterole
163,Administrator:unauthorized error message,Edit case,entity,Manager
164,Administrator:case information edit page,Edit case,control,Case_education_history
165,Administrator:list of cases,Edit case,entity,Cases
166,Administrator:case information page,Edit case,boundary,Case Manager
167,Case Manager:case information edit page,Edit case,control,Case_education_history
168,Case Manager:case information page,Edit case,boundary,Case Manager
169,Case Manager:document upload page,Edit case,control,Document
170,Case Manager:unauthorized error message,Edit case,entity,Manager
171,Case Manager:informatin invalid error message,Edit case,entity,validaterole
172,Case Manager:list of cases,Edit case,entity,Cases
173,query detail of a case:case,Edit case,entity,Cases
174,save case update information:case information,Edit case,control,Case_education_history
175,case information edit page:validate input information,Edit case,entity,validaterole
176,display information edit page:case information edit page,Edit case,control,Case_education_history
177,case information page:validate role,Edit case,entity,validaterole
178,query detail of a case:case information page,Edit case,boundary,Case Manager
179,validate role:display information edit page,Edit case,control,Case_education_history
180,document upload page:validate role,Edit case,entity,validaterole
181,validate input information:informatin invalid error message,Edit case,entity,validaterole
182,list of cases:query detail of a case,Edit case,control,Case_email
183,validate role:role,Edit case,entity,validaterole
184,validate input information:save case update information,Edit case,control,Case_education_history
185,validate role:unauthorized error message,Edit case,entity,Manager
186,stl#Administrator:case information page,Edit case,Stimulus,undefined
187,stl#Administrator:list of cases,Edit case,Stimulus,undefined
188,stl#Administrator:document upload page,Edit case,Stimulus,undefined
189,stl#Administrator:case information edit page,Edit case,Stimulus,undefined
190,stl#Administrator:unauthorized error message,Edit case,Stimulus,undefined
191,stl#Administrator:informatin invalid error message,Edit case,Stimulus,undefined
192,stl#Administrator:unauthorized error message,Edit case,Stimulus,undefined
193,stl#Administrator:case information edit page,Edit case,Stimulus,undefined
194,stl#Administrator:list of cases,Edit case,Stimulus,undefined
195,stl#Administrator:case information page,Edit case,Stimulus,undefined
196,stl#Case Manager:case information edit page,Edit case,Stimulus,undefined
197,stl#Case Manager:case information page,Edit case,Stimulus,undefined
198,stl#Case Manager:document upload page,Edit case,Stimulus,undefined
199,stl#Case Manager:unauthorized error message,Edit case,Stimulus,undefined
200,stl#Case Manager:informatin invalid error message,Edit case,Stimulus,undefined
201,stl#Case Manager:list of cases,Edit case,Stimulus,undefined
202,Administrator:user management page,Edit user,boundary,Case Manager
203,Administrator:unauthorized error message,Edit user,entity,Manager
204,Administrator:user information page,Edit user,boundary,Case Manager
205,Administrator:invalid input information error,Edit user,entity,validaterole
206,Administrator:User Management Button,Edit user,boundary,Case Manager
207,Administrator:user edit page,Edit user,control,Limited_User
208,query user information:Email protocol,Edit user,control,Case_email
209,save input user information:Case,Edit user,entity,Cases
210,query user information:User,Edit user,entity,Users
211,save input user information:User,Edit user,entity,Users
212,User Management Button:validate role of user,Edit user,entity,validaterole
213,display user edit page:user edit page,Edit user,control,Limited_User
214,user information page:display user edit page,Edit user,control,Limited_User
215,display user information:user information page,Edit user,boundary,Case Manager
216,save input user information:display user information,Edit user,control,Case_education_history
217,validate input user information:invalid input information error,Edit user,entity,validaterole
218,query user information:user information page,Edit user,boundary,Case Manager
219,user management page:query user information,Edit user,entity,User Security Question
220,validate role of user:role,Edit user,entity,validaterole
221,validate input user information:save input user information,Edit user,entity,User Security Question
222,validate role of user:unauthorized error message,Edit user,entity,Manager
223,user edit page:validate input user information,Edit user,entity,validaterole
224,validate role of user:user management page,Edit user,boundary,Case Manager
225,stl#Administrator:user management page,Edit user,Stimulus,undefined
226,stl#Administrator:unauthorized error message,Edit user,Stimulus,undefined
227,stl#Administrator:user information page,Edit user,Stimulus,undefined
228,stl#Administrator:invalid input information error,Edit user,Stimulus,undefined
229,stl#Administrator:User Management Button,Edit user,Stimulus,undefined
230,stl#Administrator:user edit page,Edit user,Stimulus,undefined
231,Administrator:User management button,Inactivate user,boundary,Case Manager
232,Administrator:unauthorized error message,Inactivate user,entity,Manager
233,Administrator:user is already inactivated error,Inactivate user,entity,validaterole
234,Administrator:activation success message,Inactivate user,control,Cases_Activities
235,Administrator:user management page,Inactivate user,boundary,Case Manager
236,inactivtate the user:User,Inactivate user,entity,Users
237,User management button:validate role of user,Inactivate user,entity,validaterole
238,inactivtate the user:activation success message,Inactivate user,control,Cases_Activities
239,check the status of user:inactivtate the user,Inactivate user,control,Cases_Activities
240,check the status of user:user is already inactivated error,Inactivate user,entity,validaterole
241,user management page:check the status of user,Inactivate user,entity,Users
242,validate role of user:role,Inactivate user,entity,validaterole
243,validate role of user:unauthorized error message,Inactivate user,entity,Manager
244,validate role of user:user management page,Inactivate user,boundary,Case Manager
245,stl#Administrator:User management button,Inactivate user,Stimulus,undefined
246,stl#Administrator:unauthorized error message,Inactivate user,Stimulus,undefined
247,stl#Administrator:user is already inactivated error,Inactivate user,Stimulus,undefined
248,stl#Administrator:activation success message,Inactivate user,Stimulus,undefined
249,stl#Administrator:user management page,Inactivate user,Stimulus,undefined
250,Administrator:Add new button,Log an activity,boundary,Addnewbutton
251,Administrator:blank description error,Log an activity,entity,User Security Question
252,Administrator:activity description page,Log an activity,boundary,Activity_code
253,Administrator:activity description page,Log an activity,boundary,Activity_code
254,Administrator:Add new button,Log an activity,boundary,Addnewbutton
255,Administrator:blank description error,Log an activity,entity,User Security Question
