id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
1,$help://use_case_model_pattern.htm,0,2,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
2,$help://usecasediagram.htm,0,2,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
3,$help://actor.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
4,System Boundary,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
5,$help://domain_model_pattern.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
6,Account,3,2,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
7,Activity_code,4,2,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
8,Admin,1,3,1,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
9,Case Manager,2,3,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
10,Case_account,2,1,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
11,Case_addresses,8,3,8,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
12,Case_answers,4,1,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
13,Case_contacts,10,1,10,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
14,Case_education_history,9,3,9,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
15,Case_email,4,4,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
16,Case_ethnicities,1,1,1,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
17,Case_work_history,8,1,8,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
18,Cases,10,2,10,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
19,Cases_Activities,7,3,7,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
20,Document,5,1,5,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
21,Document_version,8,1,8,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
22,Documentation Type,3,2,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
23,Education Level,3,5,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
24,Email Template,11,1,11,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
25,Ethnicities,3,1,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
26,General_User,1,2,1,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
27,Groups,3,2,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
28,Limited_User,3,4,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
29,Manager,2,4,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
30,Password,3,2,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
31,Questions,3,1,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
32,Security Question,2,3,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
33,Services,4,1,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
34,Template Attachment,4,1,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
35,User Security Question,8,3,8,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
36,User_tokens,3,1,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
37,Users,19,5,19,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
38,Class1,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
39,db,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
40,download,0,2,0,1,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
