id,element,useCase,type,component
1,Actor:Profile Photo Screen,Create Profile,boundary,SignupScreen
2,Display Selected Photo on Profile Photo Screen:Profile Photo Screen,Create Profile,boundary,SignupScreen
3,Photos Screen:Display Selected Photo on Profile Photo Screen,Create Profile,boundary,photolist
4,Display available photos on Photos Screen:Photos Screen,Create Profile,boundary,SignupScreen
5,Display photo on  Profile photo screen:Display available photos on Photos Screen,Create Profile,boundary,photolist
6,Profile Photo Screen:Display available photos on Photos Screen,Create Profile,boundary,photolist
7,Display photo on  Profile photo screen:Profile Photo Screen,Create Profile,boundary,SignupScreen
8,Display pop-up "Password do not match" on Sign up Screen:Profile Photo Screen,Create Profile,boundary,SignupScreen
9,Save Profile Photo:Profile,Create Profile,control,Profile
10,Profile Photo Screen:Save Profile Photo,Create Profile,control,Profile
11,User:Profile Photo Screen,Create Profile,control,Profile
12,stl#Actor:Profile Photo Screen,Create Profile,Stimulus,undefined
13,stl#User:Profile Photo Screen,Create Profile,Stimulus,undefined
