id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Display Home Page(Designed by other part),control,0,1,Buy Partner Subscription,Buy Partner Subscription,
2,Buy Success Page,boundary,1,2,Buy Partner Subscription,Buy Partner Subscription,
3,Display Buy My Subscription Success Page,control,1,1,Buy Partner Subscription,Buy Partner Subscription,
4,Subscription,entity,1,1,Buy Partner Subscription,Buy Partner Subscription,
5,Marked as Subscirpted,control,1,1,Buy Partner Subscription,Buy Partner Subscription,
6,Buy Subscription Comfirmation Page,boundary,1,2,Buy Partner Subscription,Buy Partner Subscription,
7,Display Subscription Comfirmation Page,control,1,1,Buy Partner Subscription,Buy Partner Subscription,
8,Buy Subscription Page(1),boundary,1,2,Buy Partner Subscription,Buy Partner Subscription,
9,Display Subscription Page(2),control,1,1,Buy Partner Subscription,Buy Partner Subscription,
10,Buy Subscription Page(1),boundary,1,1,Buy Partner Subscription,Buy Partner Subscription,
11,Business Parter,actor,4,0,Buy Partner Subscription,Buy Partner Subscription,
