id,path,functional,transactional,path_length,diagram,useCase
1,User->Save search button->save filters and criteria->search saved unsuccessfully error message,EQ,CTRL|INT,undefined,Save search results,Save search results
2,User->Save search button->save filters and criteria->search result,EI,CTRL|DM|EI,undefined,Save search results,Save search results
3,User->Save search button->save filters and criteria->search saved successfully message,EQ,CTRL|INT,undefined,Save search results,Save search results
