id,element,useCase,type,component
1,User:Buyer select payment method	,UC6: Check out,control,Selectatheme
2,User:Homepage,UC6: Check out,control,Homepage
3,User:Finish payment,UC6: Check out,control,Homepage
4,Buyer select payment method	:Redirect to third party payment page with total amount,UC6: Check out,control,Redirectadmintonewslettermainpage
5,Finish payment:Get receipt from third party payment method,UC6: Check out,control,Homepage
6,Get receipt from third party payment method:clear cart item and generate orders,UC6: Check out,control,Vender Registration Form
7,Redirect to third party payment page with total amount:Get receipt from third party payment method,UC6: Check out,control,Homepage
8,clear cart item and generate orders:Homepage,UC6: Check out,control,Homepage
9,stl#User:Buyer select payment method	,UC6: Check out,Stimulus,undefined
10,stl#User:Homepage,UC6: Check out,Stimulus,undefined
11,stl#User:Finish payment,UC6: Check out,Stimulus,undefined
