id,element,useCase,type,component
1,User:Click button,generate course section,boundary,Exportbutton
2,User:Homepage,generate course section,boundary,Homepage
3,User:Course list menu,generate course section,boundary,Studentcourselist
4,Calcuate course data:Display course list,generate course section,boundary,Studentcourselist
5,Course list menu:Calcuate course data,generate course section,entity,Database
6,Click button:Display course list,generate course section,boundary,Studentcourselist
7,Display course list:Database,generate course section,entity,Database
8,Display confirmation page:Homepage,generate course section,boundary,Homepage
9,Display course list:Display confirmation page,generate course section,boundary,Homepage
10,stl#User:Click button,generate course section,Stimulus,undefined
11,stl#User:Homepage,generate course section,Stimulus,undefined
12,stl#User:Course list menu,generate course section,Stimulus,undefined
