id,element,useCase,type,outboundDegree,inboundDegree
1,User:Login Page,Login,0,undefined,undefined
2,Check Password:DIsplay error ,Login,0,undefined,undefined
3,Enter Username and Password:Check Password,Login,0,undefined,undefined
4,DIsplay error :Login Page,Login,0,undefined,undefined
5,Login Page:Enter Username and Password,Login,0,undefined,undefined
6,stl#User:Login Page,Login,0,undefined,undefined
