id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
1,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display search screen->search screen,EQ,CTRL|INT,6,2,3,0,1,5,Use Case Model,Navigation
2,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display event screen->event screen,EQ,CTRL|INT,6,2,3,0,1,5,Use Case Model,Navigation
3,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display  log in screen->Log in screen,EQ,CTRL|INT,6,2,3,0,1,5,Use Case Model,Navigation
4,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display photo screen->Photo screen,EQ,CTRL|INT,6,2,3,0,1,5,Use Case Model,Navigation
5,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display profile screen->profile screen,EQ,CTRL|INT,6,2,3,0,1,5,Use Case Model,Navigation
6,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display search screen->search screen,FUNC_NA,TRAN_NA,6,2,4,0,0,5,Use Case Model,Navigation
7,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display event screen->event screen,FUNC_NA,TRAN_NA,6,2,4,0,0,5,Use Case Model,Navigation
8,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display  log in screen->Log in screen,FUNC_NA,TRAN_NA,6,2,4,0,0,5,Use Case Model,Navigation
9,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display photo screen->Photo screen,FUNC_NA,TRAN_NA,6,2,4,0,0,5,Use Case Model,Navigation
10,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display profile screen->profile screen,FUNC_NA,TRAN_NA,6,2,4,0,0,5,Use Case Model,Navigation
11,Actor->Delete expired events automatically->event,FUNC_NA,CTRL|EXTCLL|DM|EI,3,0,1,1,1,1,Use Case Model,Automatic deletion
12,Actor->delete photos related to expired events automatically->photo,FUNC_NA,CTRL|EXTCLL|DM|EI,3,0,1,1,1,1,Use Case Model,Automatic deletion
13,Actor->delete expired location photos automatically->photo,FUNC_NA,CTRL|EXTCLL|DM|EI,3,0,1,1,1,1,Use Case Model,Automatic deletion
14,change mode->photo list->pop up photo connection error->photo,FUNC_NA,TRAN_NA,4,1,2,1,0,2,Use Case Model,Admin deletes photo
15,change mode->photo list->cancel deletion->select photos->confirm delete photos->photo,FUNC_NA,TRAN_NA,6,1,4,1,0,4,Use Case Model,Admin deletes photo
16,change mode->photo list->select photos->confirm delete photos->photo,FUNC_NA,TRAN_NA,5,1,3,1,0,4,Use Case Model,Admin deletes photo
