id,element,useCase,type,component
1,User:Delete cutomer profile,View Customers,control,Customer Profile
2,User:Edit customer profile.,View Customers,control,Customer Profile
3,User:View customer profile,View Customers,control,Customer Profile
4,Customer Profile deleted:Database,View Customers,entity,Validatewithdatabase
5,Delete cutomer profile:Customer Profile deleted,View Customers,control,Customer Profile
6,Customer profile update:Database,View Customers,entity,Validatewithdatabase
7,Edit customer profile.:Customer profile update,View Customers,control,Customer Profile
8,View customer profile:Displays Customer profile,View Customers,control,Customer Profile
9,stl#User:Delete cutomer profile,View Customers,Stimulus,undefined
10,stl#User:Edit customer profile.,View Customers,Stimulus,undefined
11,stl#User:View customer profile,View Customers,Stimulus,undefined
