id,path,transactional,path_length,diagram,useCase
1,Admin->Event Update Button->retrieve events->Event List,CTRL,4,Update Event,Update Event
2,Admin->Event Update Button->retrieve events->Event List,INT,4,Update Event,Update Event
3,Admin->Event Update Button->retrieve events->Event,CTRL,4,Update Event,Update Event
4,Admin->Event Update Button->retrieve events->Event,DM,4,Update Event,Update Event
5,Admin->Event Update Button->retrieve events->Event,EI,4,Update Event,Update Event
6,Admin->Event List->Prompt Event Update Dialog->Event Information Update Page,CTRL,4,Update Event,Update Event
7,Admin->Event List->Prompt Event Update Dialog->Event Information Update Page,INT,4,Update Event,Update Event
8,Admin->Event Information Update Page->Update Event Information->Event,CTRL,4,Update Event,Update Event
9,Admin->Event Information Update Page->Update Event Information->Event,DM,4,Update Event,Update Event
10,Admin->Event Information Update Page->Update Event Information->Event,EI,4,Update Event,Update Event
