id,element,useCase,type,outboundDegree,inboundDegree
1,User:Originating page,View stored coupons - iOS,0,undefined,undefined
2,Verify coupon:Coupons,View stored coupons - iOS,0,undefined,undefined
3,Remove coupon:Coupons,View stored coupons - iOS,0,undefined,undefined
4,Get coupons list:Coupons,View stored coupons - iOS,0,undefined,undefined
5,Dispute:Show details,View stored coupons - iOS,0,undefined,undefined
6,Get coupons list:Show coupons,View stored coupons - iOS,0,undefined,undefined
7,Originating page:Get coupons list,View stored coupons - iOS,0,undefined,undefined
8,Show details:Redeem coupon,View stored coupons - iOS,0,undefined,undefined
9,Remove coupon:Show details,View stored coupons - iOS,0,undefined,undefined
10,Show coupons:Verify coupon,View stored coupons - iOS,0,undefined,undefined
11,Verify coupon:Show details,View stored coupons - iOS,0,undefined,undefined
12,stl#User:Originating page,View stored coupons - iOS,0,undefined,undefined
