id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
17,Valet:Invalid input address-->Invalid input address:redirect to addresss input page-->redirect to addresss input page:address input dialog-->address input dialog:validate the address form-->validate the address form:search for best match-->search for best match:Error message when connecting,EI,0,6,5,1,0,boundary->boundary->boundary->boundary->boundary->control
18,Valet:Invalid input address-->Invalid input address:redirect to addresss input page-->redirect to addresss input page:address input dialog-->address input dialog:validate the address form-->validate the address form:Invalid input address-->Invalid input address:redirect to addresss input page,EQ,0,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
19,Valet:Add location button-->Add location button:displays a prompt for inputing address-->displays a prompt for inputing address:address input dialog-->address input dialog:validate the address form-->validate the address form:search for best match-->search for best match:Google Places API,EI,2,6,5,1,0,boundary->boundary->boundary->boundary->boundary->control
20,Valet:Add location button-->Add location button:displays a prompt for inputing address-->displays a prompt for inputing address:address input dialog-->address input dialog:validate the address form-->validate the address form:search for best match-->search for best match:matched results for locations,EQ,2,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
21,Valet:Add location button-->Add location button:displays a prompt for inputing address-->displays a prompt for inputing address:address input dialog-->address input dialog:validate the address form-->validate the address form:search for best match-->search for best match:Error message when connecting,EI,2,6,5,1,0,boundary->boundary->boundary->boundary->boundary->control
22,Valet:Add location button-->Add location button:displays a prompt for inputing address-->displays a prompt for inputing address:address input dialog-->address input dialog:validate the address form-->validate the address form:Invalid input address-->Invalid input address:redirect to addresss input page-->redirect to addresss input page:address input dialog-->address input dialog:validate the address form,EQ,2,8,8,0,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary->boundary
23,Valet:address input dialog-->address input dialog:validate the address form-->validate the address form:search for best match-->search for best match:Google Places API,EI,0,4,3,1,0,boundary->boundary->boundary->control
24,Valet:address input dialog-->address input dialog:validate the address form-->validate the address form:search for best match-->search for best match:matched results for locations,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
25,Valet:address input dialog-->address input dialog:validate the address form-->validate the address form:search for best match-->search for best match:Error message when connecting,EI,0,4,3,1,0,boundary->boundary->boundary->control
26,Valet:address input dialog-->address input dialog:validate the address form-->validate the address form:Invalid input address-->Invalid input address:redirect to addresss input page-->redirect to addresss input page:address input dialog-->address input dialog:validate the address form,EQ,0,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
27,Valet:Vehicle request screen-->Vehicle request screen:navigate to queue screen-->navigate to queue screen:Advertisement for random venue,EI,0,3,0,2,1,control->control->entity
28,Valet:Vehicle request screen-->Vehicle request screen:pull advertisement for random venue-->pull advertisement for random venue:venue,EI,0,3,0,1,2,control->entity->entity
29,Valet:Vehicle request screen-->Vehicle request screen:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EI,0,3,0,1,2,control->entity->entity
30,Valet:Vehicle request screen-->Vehicle request screen:Save acceptance-->Save acceptance:display server error message-->display server error message:Server error message,EQ,2,4,0,4,0,control->control->control->control
31,Valet:Vehicle request screen-->Vehicle request screen:Save acceptance-->Save acceptance:venue,EI,1,3,0,2,1,control->control->entity
32,Valet:Advertisement for random venue,EQ,0,1,0,0,1,entity
33,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:venue,EQ,3,5,2,0,3,boundary->entity->entity->boundary->entity
34,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:server error,EQ,3,5,2,1,2,boundary->entity->entity->boundary->control
35,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:inactive employee,EQ,2,5,2,1,2,boundary->entity->entity->boundary->control
36,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to venue list,EQ,3,6,3,0,3,boundary->entity->entity->boundary->boundary->entity
37,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:navigate to queue screen-->navigate to queue screen:Advertisement for random venue,EQ,2,9,3,3,3,boundary->entity->entity->boundary->boundary->control->control->control->entity
38,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:pull advertisement for random venue-->pull advertisement for random venue:venue,EQ,2,9,3,2,4,boundary->entity->entity->boundary->boundary->control->control->entity->entity
39,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EQ,2,9,3,2,4,boundary->entity->entity->boundary->boundary->control->control->entity->entity
40,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:Save acceptance-->Save acceptance:display server error message-->display server error message:Server error message,EQ,4,10,3,5,2,boundary->entity->entity->boundary->boundary->control->control->control->control->control
41,Valet:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:Save acceptance-->Save acceptance:venue,EQ,3,9,3,3,3,boundary->entity->entity->boundary->boundary->control->control->control->entity
42,Valet:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:navigate to queue screen-->navigate to queue screen:Advertisement for random venue,EI,0,5,1,3,1,boundary->control->control->control->entity
43,Valet:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:pull advertisement for random venue-->pull advertisement for random venue:venue,EI,0,5,1,2,2,boundary->control->control->entity->entity
44,Valet:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EI,0,5,1,2,2,boundary->control->control->entity->entity
45,Valet:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:Save acceptance-->Save acceptance:display server error message-->display server error message:Server error message,EI,2,6,1,5,0,boundary->control->control->control->control->control
46,Valet:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:Save acceptance-->Save acceptance:venue,EI,1,5,1,3,1,boundary->control->control->control->entity
47,Valet:inactive employee,EQ,0,1,0,1,0,control
48,Valet:Server error message,EQ,0,1,0,1,0,control
49,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:venue,EQ,1,3,1,0,2,entity->boundary->entity
50,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:server error,EQ,1,3,1,1,1,entity->boundary->control
51,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:inactive employee,EQ,0,3,1,1,1,entity->boundary->control
52,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to venue list-->Redirect to venue list:venue list-->venue list:display confirmation prompt,EQ,2,6,3,0,3,entity->boundary->boundary->entity->entity->boundary
53,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:navigate to queue screen-->navigate to queue screen:Advertisement for random venue,EQ,0,7,2,3,2,entity->boundary->boundary->control->control->control->entity
54,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:pull advertisement for random venue-->pull advertisement for random venue:venue,EQ,0,7,2,2,3,entity->boundary->boundary->control->control->entity->entity
55,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EQ,0,7,2,2,3,entity->boundary->boundary->control->control->entity->entity
56,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:Save acceptance-->Save acceptance:display server error message-->display server error message:Server error message,EQ,2,8,2,5,1,entity->boundary->boundary->control->control->control->control->control
57,Valet:venue list-->venue list:display confirmation prompt-->display confirmation prompt:confirmation prompt-->confirmation prompt:Redirect to vehicle request screen-->Redirect to vehicle request screen:Vehicle request screen-->Vehicle request screen:Save acceptance-->Save acceptance:venue,EQ,1,7,2,3,2,entity->boundary->boundary->control->control->control->entity
58,Valet:server error,EQ,0,1,0,1,0,control
59,Valet:Queue screen,EQ,0,1,0,1,0,control
60,Valet:venue list-->venue list:check if active-->check if active:inactive employee,EO,0,3,0,2,1,entity->control->control
61,Valet:venue list-->venue list:check if active-->check if active:valet,EO,1,3,1,1,1,entity->control->boundary
62,Valet:venue list-->venue list:check if active-->check if active:check if venue is checked in-->check if venue is checked in:checked in by another valet-->checked in by another valet:Redirect to venue list-->Redirect to venue list:venue list-->venue list:check if active,EQ,1,7,1,2,4,entity->control->entity->boundary->entity->entity->control
63,Valet:venue list-->venue list:check if active-->check if active:check if venue is checked in-->check if venue is checked in:venue,EI,0,4,0,1,3,entity->control->entity->entity
64,Valet:Confirmation request dialog-->Confirmation request dialog:navigate to queue screen-->navigate to queue screen:Queue screen,EI,1,3,1,2,0,boundary->control->control
65,Valet:Confirmation request dialog-->Confirmation request dialog:Save acceptance-->Save acceptance:valet,EQ,3,3,2,1,0,boundary->control->boundary
66,Valet:Confirmation request dialog-->Confirmation request dialog:Save acceptance-->Save acceptance:display server error message-->display server error message:Server error message,EI,4,4,1,3,0,boundary->control->control->control
67,Valet:Confirmation request dialog-->Confirmation request dialog:Save acceptance-->Save acceptance:venue,EI,3,3,1,1,1,boundary->control->entity
68,Valet:checked in by another valet-->checked in by another valet:Redirect to venue list-->Redirect to venue list:venue list-->venue list:check if active-->check if active:inactive employee,EI,1,5,1,2,2,boundary->entity->entity->control->control
69,Valet:checked in by another valet-->checked in by another valet:Redirect to venue list-->Redirect to venue list:venue list-->venue list:check if active-->check if active:valet,EQ,2,5,2,1,2,boundary->entity->entity->control->boundary
70,Valet:checked in by another valet-->checked in by another valet:Redirect to venue list-->Redirect to venue list:venue list-->venue list:check if active-->check if active:check if venue is checked in-->check if venue is checked in:checked in by another valet-->checked in by another valet:Redirect to venue list,EQ,1,7,2,1,4,boundary->entity->entity->control->entity->boundary->entity
71,Valet:checked in by another valet-->checked in by another valet:Redirect to venue list-->Redirect to venue list:venue list-->venue list:check if active-->check if active:check if venue is checked in-->check if venue is checked in:venue,EI,1,6,1,1,4,boundary->entity->entity->control->entity->entity
72,Customer:registration information invalid message,EQ,0,1,1,0,0,boundary
73,Customer:successfully save registration information-->successfully save registration information:main page-->main page:main page,EI,1,3,1,2,0,boundary->control->control
74,Customer:system error message,EQ,0,1,0,1,0,control
75,Customer:system error when saving registration information,EQ,1,1,0,1,0,control
76,Customer:main page,EQ,0,1,0,1,0,control
77,Customer:registration page-->registration page:validate registration information-->validate registration information:save customer information-->save customer information:system error message,EI,1,4,2,2,0,boundary->boundary->control->control
78,Customer:registration page-->registration page:validate registration information-->validate registration information:save customer information-->save customer information:successfully save registration information-->successfully save registration information:main page-->main page:main page,EQ,2,6,3,3,0,boundary->boundary->control->boundary->control->control
79,Customer:registration page-->registration page:validate registration information-->validate registration information:save customer information-->save customer information:system error when saving registration information,EI,2,4,2,2,0,boundary->boundary->control->control
80,Customer:registration page-->registration page:validate registration information-->validate registration information:save customer information-->save customer information:customer,EI,2,4,2,2,0,boundary->boundary->control->control
81,Customer:registration page-->registration page:validate registration information-->validate registration information:registration information invalid message,EQ,0,3,3,0,0,boundary->boundary->boundary
82,Customer:registration page-->registration page:validate registration information-->validate registration information:duplicate registration information,EQ,0,3,3,0,0,boundary->boundary->boundary
83,Customer:registration page-->registration page:validate registration information-->validate registration information:display spinner while saving information,EI,0,3,2,1,0,boundary->boundary->control
84,Customer:registration page-->registration page:validate registration information-->validate registration information:customer,EI,1,3,2,1,0,boundary->boundary->control
85,Customer:display spinner while saving information,EQ,0,1,0,1,0,control
86,Customer:duplicate registration information,EQ,0,1,1,0,0,boundary
87,Customer:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save customer information-->save customer information:system error message,EQ,1,6,3,3,0,control->boundary->boundary->boundary->control->control
88,Customer:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save customer information-->save customer information:successfully save registration information-->successfully save registration information:main page-->main page:main page,EQ,2,8,4,4,0,control->boundary->boundary->boundary->control->boundary->control->control
89,Customer:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save customer information-->save customer information:system error when saving registration information,EQ,2,6,3,3,0,control->boundary->boundary->boundary->control->control
90,Customer:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save customer information-->save customer information:customer,EQ,2,6,3,3,0,control->boundary->boundary->boundary->control->control
91,Customer:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:registration information invalid message,EO,0,5,4,1,0,control->boundary->boundary->boundary->boundary
92,Customer:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:duplicate registration information,EO,0,5,4,1,0,control->boundary->boundary->boundary->boundary
93,Customer:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:display spinner while saving information,EQ,0,5,3,2,0,control->boundary->boundary->boundary->control
94,Customer:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:customer,EQ,1,5,3,2,0,control->boundary->boundary->boundary->control
95,Valet:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:system error when saving registration information,EQ,2,6,1,5,0,control->control->control->control->boundary->control
96,Valet:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:successfully save registration information-->successfully save registration information:navigate to manage employee page-->navigate to manage employee page:management empolyee page,EQ,3,8,2,6,0,control->control->control->control->boundary->boundary->control->control
97,Valet:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:system error message,EQ,1,6,1,5,0,control->control->control->control->boundary->control
98,Valet:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:employee,EQ,1,6,1,5,0,control->control->control->control->boundary->control
99,Valet:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:registration information invalid message,EO,1,5,1,4,0,control->control->control->control->boundary
100,Valet:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:employee,EQ,1,5,0,5,0,control->control->control->control->control
101,Valet:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:duplicate registration information,EO,1,5,1,4,0,control->control->control->control->boundary
102,Valet:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:display spinner while saving information,EQ,1,5,0,5,0,control->control->control->control->control
103,Valet:system error message,EQ,0,1,0,1,0,control
104,Valet:successfully save registration information-->successfully save registration information:navigate to manage employee page-->navigate to manage employee page:management empolyee page,EI,2,3,1,2,0,boundary->control->control
105,Valet:duplicate registration information,EQ,0,1,1,0,0,boundary
106,Valet:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:system error when saving registration information,EQ,2,4,1,3,0,control->control->boundary->control
107,Valet:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:successfully save registration information-->successfully save registration information:navigate to manage employee page-->navigate to manage employee page:management empolyee page,EQ,3,6,2,4,0,control->control->boundary->boundary->control->control
108,Valet:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:system error message,EQ,1,4,1,3,0,control->control->boundary->control
109,Valet:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:employee,EQ,1,4,1,3,0,control->control->boundary->control
110,Valet:registration page-->registration page:validate registration information-->validate registration information:registration information invalid message,EO,1,3,1,2,0,control->control->boundary
111,Valet:registration page-->registration page:validate registration information-->validate registration information:employee,EQ,1,3,0,3,0,control->control->control
112,Valet:registration page-->registration page:validate registration information-->validate registration information:duplicate registration information,EO,1,3,1,2,0,control->control->boundary
113,Valet:registration page-->registration page:validate registration information-->validate registration information:display spinner while saving information,EQ,1,3,0,3,0,control->control->control
114,Valet:management empolyee page,EQ,1,1,0,1,0,control
115,Valet:registration information invalid message,EQ,0,1,1,0,0,boundary
116,Valet:system error when saving registration information,EQ,0,1,0,1,0,control
117,Valet:display spinner while saving information,EQ,0,1,0,1,0,control
118,Valet company representative:system error message,EQ,0,1,0,1,0,control
119,Valet company representative:management empolyee page,EQ,1,1,0,1,0,control
120,Valet company representative:display spinner while saving information,EQ,0,1,0,1,0,control
121,Valet company representative:successfully save registration information-->successfully save registration information:navigate to manage employee page-->navigate to manage employee page:management empolyee page,EI,3,3,1,2,0,boundary->control->control
122,Valet company representative:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:system error when saving registration information,EQ,2,4,1,3,0,control->control->boundary->control
123,Valet company representative:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:system error message,EQ,1,4,1,3,0,control->control->boundary->control
124,Valet company representative:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:successfully save registration information-->successfully save registration information:navigate to manage employee page-->navigate to manage employee page:management empolyee page,EQ,3,6,2,4,0,control->control->boundary->boundary->control->control
125,Valet company representative:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:employee,EQ,1,4,1,3,0,control->control->boundary->control
126,Valet company representative:registration page-->registration page:validate registration information-->validate registration information:registration information invalid message,EO,1,3,1,2,0,control->control->boundary
127,Valet company representative:registration page-->registration page:validate registration information-->validate registration information:employee,EQ,1,3,0,3,0,control->control->control
128,Valet company representative:registration page-->registration page:validate registration information-->validate registration information:duplicate registration information,EO,1,3,1,2,0,control->control->boundary
129,Valet company representative:registration page-->registration page:validate registration information-->validate registration information:display spinner while saving information,EQ,1,3,0,3,0,control->control->control
130,Valet company representative:duplicate registration information,EQ,0,1,1,0,0,boundary
131,Valet company representative:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:system error when saving registration information,EQ,3,6,1,5,0,control->control->control->control->boundary->control
132,Valet company representative:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:system error message,EQ,2,6,1,5,0,control->control->control->control->boundary->control
133,Valet company representative:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:successfully save registration information-->successfully save registration information:navigate to manage employee page-->navigate to manage employee page:management empolyee page,EQ,4,8,2,6,0,control->control->control->control->boundary->boundary->control->control
134,Valet company representative:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:save valet information-->save valet information:employee,EQ,2,6,1,5,0,control->control->control->control->boundary->control
135,Valet company representative:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:registration information invalid message,EO,2,5,1,4,0,control->control->control->control->boundary
136,Valet company representative:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:employee,EQ,2,5,0,5,0,control->control->control->control->control
137,Valet company representative:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:duplicate registration information,EO,2,5,1,4,0,control->control->control->control->boundary
138,Valet company representative:register button-->register button:displays registration page-->displays registration page:registration page-->registration page:validate registration information-->validate registration information:display spinner while saving information,EQ,2,5,0,5,0,control->control->control->control->control
139,Valet company representative:system error when saving registration information,EQ,1,1,0,1,0,control
140,Valet company representative:registration information invalid message,EQ,0,1,1,0,0,boundary
141,Valet:manage empolyee table-->manage empolyee table:Redirect to vehicle request screen-->Redirect to vehicle request screen:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:valet,EO,2,5,1,3,1,control->control->control->entity->boundary
142,Valet:manage empolyee table-->manage empolyee table:Redirect to vehicle request screen-->Redirect to vehicle request screen:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EI,1,5,0,3,2,control->control->control->entity->entity
143,Valet:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:valet,EO,1,3,1,1,1,control->entity->boundary
144,Valet:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EI,0,3,0,1,2,control->entity->entity
145,Valet:remove valet button-->remove valet button:prompt requesting confirmation-->prompt requesting confirmation:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:valet,EQ,2,7,5,1,1,boundary->boundary->boundary->boundary->control->entity->boundary
146,Valet:remove valet button-->remove valet button:prompt requesting confirmation-->prompt requesting confirmation:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EI,1,7,4,1,2,boundary->boundary->boundary->boundary->control->entity->entity
147,Valet:remove valet button-->remove valet button:prompt requesting confirmation-->prompt requesting confirmation:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:valet,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
148,Valet:remove valet button-->remove valet button:prompt requesting confirmation-->prompt requesting confirmation:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:manage empolyee table-->manage empolyee table:Redirect to vehicle request screen-->Redirect to vehicle request screen:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:valet,EQ,3,9,5,3,1,boundary->boundary->boundary->boundary->control->control->control->entity->boundary
149,Valet:remove valet button-->remove valet button:prompt requesting confirmation-->prompt requesting confirmation:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:manage empolyee table-->manage empolyee table:Redirect to vehicle request screen-->Redirect to vehicle request screen:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EI,2,9,4,3,2,boundary->boundary->boundary->boundary->control->control->control->entity->entity
150,Valet:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:valet,EQ,2,5,3,1,1,boundary->boundary->control->entity->boundary
151,Valet:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EI,1,5,2,1,2,boundary->boundary->control->entity->entity
152,Valet:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:valet,EQ,1,3,3,0,0,boundary->boundary->boundary
153,Valet:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:manage empolyee table-->manage empolyee table:Redirect to vehicle request screen-->Redirect to vehicle request screen:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:valet,EQ,3,7,3,3,1,boundary->boundary->control->control->control->entity->boundary
154,Valet:confirmation dialog-->confirmation dialog:remove valet from db-->remove valet from db:manage empolyee table-->manage empolyee table:Redirect to vehicle request screen-->Redirect to vehicle request screen:system error when connecting server-->system error when connecting server:pull advertisement for random venue-->pull advertisement for random venue:Advertisement for random venue,EI,2,7,2,3,2,boundary->boundary->control->control->control->entity->entity
155,Valet:remove valet button-->remove valet button:displays a prompt for confirmation-->displays a prompt for confirmation:remove confirmation dialog-->remove confirmation dialog:remove employee from db-->remove employee from db:update employee information-->update employee information:system error when connecting server,EI,2,6,3,3,0,boundary->boundary->boundary->control->control->control
156,Valet:remove valet button-->remove valet button:displays a prompt for confirmation-->displays a prompt for confirmation:remove confirmation dialog-->remove confirmation dialog:remove employee from db-->remove employee from db:update employee information-->update employee information:employee,EI,2,6,3,3,0,boundary->boundary->boundary->control->control->control
157,Valet:remove valet button-->remove valet button:displays a prompt for confirmation-->displays a prompt for confirmation:remove confirmation dialog-->remove confirmation dialog:remove employee from db-->remove employee from db:system error when connecting server,EI,2,5,3,2,0,boundary->boundary->boundary->control->control
