id,element,useCase,type,component
1,User :Re-type new �Cpassword,change password,control,Retypenew�Cpassword
2,User :Type in new password,change password,control,Retypenew�Cpassword
3,User :Click the link,change password,boundary,Clicksubmit
4,User :click "change password" button,change password,control,Retypenew�Cpassword
5,User :Homepage,change password,boundary,Homepage
6,Ask worker type in new password:Change worker's password,change password,control,Retypenew�Cpassword
7,Click the link:Ask worker type in new password,change password,control,Retypenew�Cpassword
8,Send a link to worker's e-mail box registered in Salesforce:Ask worker type in new password,change password,control,Retypenew�Cpassword
9,Change worker's password:User db,change password,entity,Userdb
10,Change worker's password:Homepage,change password,boundary,Homepage
11,Re-type new �Cpassword:Change worker's password,change password,control,Retypenew�Cpassword
12,Type in new password:Change worker's password,change password,control,Retypenew�Cpassword
13,click "change password" button:Send a link to worker's e-mail box registered in Salesforce,change password,boundary,mass mailing template
14,stl#User :Re-type new �Cpassword,change password,Stimulus,undefined
15,stl#User :Type in new password,change password,Stimulus,undefined
16,stl#User :Click the link,change password,Stimulus,undefined
17,stl#User :click "change password" button,change password,Stimulus,undefined
18,stl#User :Homepage,change password,Stimulus,undefined
