id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,App user->Mobile app->send request with video file->receive file at node.js->Video,EI,CTRL|DM|EI,5,undefined,2,1,1,Upload video clip to bad driver recording DB,Upload video clip to bad driver recording DB
2,receive response->receive file at node.js->Video,FUNC_NA,TRAN_NA,3,undefined,2,1,0,Upload video clip to bad driver recording DB,Upload video clip to bad driver recording DB
