id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,Complexity
25,stl#User:advanced search page->User:advanced search page->advanced search page:check validity of search string->check validity of search string:search people company group by options->search people company group by options:SQl injection protection->SQl injection protection:company,Advanced Search Functionality,TRAN_NA,6,21,3.6,5,21.6,13
26,stl#User:advanced search page->User:advanced search page->advanced search page:check validity of search string->check validity of search string:search people company group by options->search people company group by options:SQl injection protection->SQl injection protection:group,Advanced Search Functionality,TRAN_NA,6,11,3.6,5,21.6,2
27,stl#User:advanced search page->User:advanced search page->advanced search page:check validity of search string->check validity of search string:search people company group by options->search people company group by options:SQl injection protection->SQl injection protection:empty list of search results,Advanced Search Functionality,TRAN_NA,6,12,4.6,5,27.6,14
28,stl#User:advanced search page->User:advanced search page->advanced search page:check validity of search string->check validity of search string:search people company group by options->search people company group by options:SQl injection protection->SQl injection protection:No matched results,Advanced Search Functionality,TRAN_NA,6,12,4.6,5,27.6,14
29,stl#User:advanced search page->User:advanced search page->advanced search page:check validity of search string->check validity of search string:search people company group by options->search people company group by options:SQl injection protection->SQl injection protection:Matched results,Advanced Search Functionality,TRAN_NA,6,12,4.6,5,27.6,6
30,stl#User:empty list of search results->User:empty list of search results,Advanced Search Functionality,CTRL;EXTCLL;DM;EI,2,4,6,1,12,12
31,stl#User:No matched results->User:No matched results,Advanced Search Functionality,CTRL;EXTCLL;DM;EI,2,2,6,1,12,4
32,stl#User:invalid search string->User:invalid search string,Advanced Search Functionality,CTRL;EXTCLL;INT,2,1,3,1,6,2
33,stl#User:Confirmation dialog->User:Confirmation dialog->Confirmation dialog:Redirect to connection list->Redirect to connection list:Remove button,Cancel Connection,TRAN_NA,4,6,3.333333333,3,13.33333333,6
34,stl#User:Confirmation dialog->User:Confirmation dialog->Confirmation dialog:remove connection between users->remove connection between users:connection,Cancel Connection,TRAN_NA,4,6,4,3,16,13
35,stl#User:Remove button->User:Remove button->Remove button:show up confirmation dialog->show up confirmation dialog:Confirmation dialog->Confirmation dialog:Redirect to connection list->Redirect to connection list:Remove button,Cancel Connection,TRAN_NA,6,10,2.8,5,16.8,10
36,stl#User:Remove button->User:Remove button->Remove button:show up confirmation dialog->show up confirmation dialog:Confirmation dialog->Confirmation dialog:remove connection between users->remove connection between users:connection,Cancel Connection,TRAN_NA,6,10,3.2,5,19.2,10
37,stl#User:Remove button->User:Remove button,Cancel Connection,CTRL,2,1,3,1,6,6
38,stl#User: comment list->User: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:comments,Comment on a post,TRAN_NA,6,5,14,5,84,4
39,stl#User: comment list->User: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:order comments->order comments: comment list-> comment list:display commenting box,Comment on a post,TRAN_NA,9,8,12.875,8,115.875,3
40,stl#User: comment list->User: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:comments,Comment on a post,TRAN_NA,7,6,12.5,6,87.5,6
41,stl#User: comment list->User: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:No comments available on update,Comment on a post,TRAN_NA,7,6,11,6,77,3
42,stl#User: comment list->User: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:Invitation,Comment on a post,TRAN_NA,6,6,11.4,5,68.4,13
43,stl#User:No comments available on update->User:No comments available on update,Comment on a post,CTRL,2,1,5,1,10,8
44,stl#User:commenting box->User:commenting box->commenting box:Save comments->Save comments:comments,Comment on a post,TRAN_NA,4,3,14,3,56,9
45,stl#User:commenting box->User:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:order comments->order comments: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments,Comment on a post,TRAN_NA,9,8,12.875,8,115.875,3
46,stl#User:commenting box->User:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:comments,Comment on a post,TRAN_NA,5,4,11.75,4,58.75,7
47,stl#User:commenting box->User:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:No comments available on update,Comment on a post,TRAN_NA,5,4,9.5,4,47.5,13
48,stl#User:commenting box->User:commenting box->commenting box:Save comments->Save comments:Invitation,Comment on a post,TRAN_NA,4,4,9.666666667,3,38.66666667,9
49,stl#User:Comment link->User:Comment link->Comment link:query comments based on update->query comments based on update:order comments->order comments: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:comments,Comment on a post,TRAN_NA,9,8,12.875,8,115.875,1
50,stl#User:Comment link->User:Comment link->Comment link:query comments based on update->query comments based on update:order comments->order comments: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:order comments,Comment on a post,TRAN_NA,10,9,12,9,120,3
51,stl#User:Comment link->User:Comment link->Comment link:query comments based on update->query comments based on update:order comments->order comments: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:comments,Comment on a post,TRAN_NA,10,9,12,9,120,14
52,stl#User:Comment link->User:Comment link->Comment link:query comments based on update->query comments based on update:order comments->order comments: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:query comments based on update->query comments based on update:No comments available on update,Comment on a post,TRAN_NA,10,9,11,9,110,12
53,stl#User:Comment link->User:Comment link->Comment link:query comments based on update->query comments based on update:order comments->order comments: comment list-> comment list:display commenting box->display commenting box:commenting box->commenting box:Save comments->Save comments:Invitation,Comment on a post,TRAN_NA,9,9,11.25,8,101.25,5
54,stl#User:Comment link->User:Comment link->Comment link:query comments based on update->query comments based on update:comments,Comment on a post,TRAN_NA,4,3,11,3,44,12
55,stl#User:Comment link->User:Comment link->Comment link:query comments based on update->query comments based on update:No comments available on update,Comment on a post,TRAN_NA,4,3,8,3,32,15
56,stl#User:Group page->User:Group page,Create Group,CTRL;EXTCLL;DM;EI,2,1,7,1,14,12
57,stl#User:Group list page->User:Group list page,Create Group,CTRL;EXTCLL;DM;EI,2,1,7,1,14,4
59,stl#User:group create form->User:group create form->group create form:validate input group information->validate input group information:Save group information->Save group information:group,Create Group,TRAN_NA,5,10,5.5,4,27.5,7
60,stl#User:group create form->User:group create form->group create form:validate input group information->validate input group information:Save group information->Save group information:Group page,Create Group,TRAN_NA,5,10,5.5,4,27.5,1
61,stl#User:group create form->User:group create form->group create form:validate input group information->validate input group information:Information input is not valid,Create Group,TRAN_NA,4,9,5,3,20,15
62,stl#User:group create form->User:group create form->group create form:cancel group creation->cancel group creation:Group list page,Create Group,TRAN_NA,4,3,7,3,28,16
63,stl#User:Sign-in form->User:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,6,8,4.6,5,27.6,9
64,stl#User:Sign-in form->User:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,6,8,4.8,5,28.8,16
65,stl#User:Sign-in form->User:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification,Create Profile,TRAN_NA,8,10,7.142857143,7,57.14285714,1
66,stl#User:Sign-in form->User:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification,Create Profile,TRAN_NA,8,10,7.142857143,7,57.14285714,16
67,stl#User:Not consistent passwords->User:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,8,10,5.428571429,7,43.42857143,6
68,stl#User:Not consistent passwords->User:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,8,10,5.571428571,7,44.57142857,9
69,stl#User:Not consistent passwords->User:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page,Create Profile,TRAN_NA,8,10,7.142857143,7,57.14285714,6
70,stl#User:Not consistent passwords->User:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,9,11,7.875,8,70.875,5
71,stl#User:Invalid email format->User:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,8,10,5.428571429,7,43.42857143,16
72,stl#User:Invalid email format->User:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,8,10,5.571428571,7,44.57142857,15
73,stl#User:Invalid email format->User:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,9,11,7.875,8,70.875,1
74,stl#User:Invalid email format->User:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page,Create Profile,TRAN_NA,8,10,7.142857143,7,57.14285714,4
75,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:display login failure message with LinkIn->display login failure message with LinkIn:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,11,17,5.3,10,58.3,1
76,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:display login failure message with LinkIn->display login failure message with LinkIn:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,11,17,5.4,10,59.4,11
77,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:display login failure message with LinkIn->display login failure message with LinkIn:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,12,18,7.090909091,11,85.09090909,9
78,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:display login failure message with LinkIn->display login failure message with LinkIn:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,12,18,7.090909091,11,85.09090909,6
79,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:prompt error with linkedin login,Create Profile,TRAN_NA,4,8,6.333333333,3,25.33333333,4
80,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:save it to user info->save it to user info:display information from LinkedIN->display information from LinkedIN:My Profile,Create Profile,TRAN_NA,6,15,4.8,5,28.8,14
81,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:save it to user info->save it to user info:User Info,Create Profile,TRAN_NA,5,13,4.75,4,23.75,8
82,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,10,16,6.111111111,9,61.11111111,3
83,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,10,16,6.222222222,9,62.22222222,10
84,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,11,17,8,10,88,10
85,stl#User:LikedIn Credential Input Page->User:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,11,17,8,10,88,12
86,stl#User:My Profile->User:My Profile,Create Profile,CTRL;EXTCLL;INT,2,1,2,1,4,3
87,stl#User:Login page->User:Login page,Create Profile,CTRL,2,1,3,1,6,12
88,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:display login failure message with LinkIn->display login failure message with LinkIn:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,13,21,5.583333333,12,72.58333333,6
89,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:display login failure message with LinkIn->display login failure message with LinkIn:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,13,21,5.666666667,12,73.66666667,6
90,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:display login failure message with LinkIn->display login failure message with LinkIn:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,14,22,7.076923077,13,99.07692308,11
91,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:display login failure message with LinkIn->display login failure message with LinkIn:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,14,22,7.076923077,13,99.07692308,12
92,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:prompt error with linkedin login,Create Profile,TRAN_NA,6,12,6.6,5,39.6,16
93,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:save it to user info->save it to user info:display information from LinkedIN->display information from LinkedIN:My Profile,Create Profile,TRAN_NA,8,19,5.428571429,7,43.42857143,2
94,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:save it to user info->save it to user info:User Info,Create Profile,TRAN_NA,7,17,5.5,6,38.5,13
95,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,12,20,6.272727273,11,75.27272727,8
96,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,12,20,6.363636364,11,76.36363636,12
97,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,13,21,7.833333333,12,101.8333333,5
98,stl#User:LikedIn Button->User:LikedIn Button->LikedIn Button:open linkedin crendential input page->open linkedin crendential input page:LikedIn Credential Input Page->LikedIn Credential Input Page:Query user information from LinkedIN->Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,13,21,7.833333333,12,101.8333333,9
99,stl#User:Login error->User:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,8,11,5.428571429,7,43.42857143,5
100,stl#User:Login error->User:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,8,11,5.571428571,7,44.57142857,9
101,stl#User:Login error->User:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,9,12,7.875,8,70.875,7
102,stl#User:Login error->User:Login error->Login error:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,9,12,7.875,8,70.875,5
103,stl#User:Invalid/incorrect LinkedIn credentials->User:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:User Info,Create Profile,TRAN_NA,8,11,6.142857143,7,49.14285714,11
104,stl#User:Invalid/incorrect LinkedIn credentials->User:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:save entered user information->save entered user information:Login page,Create Profile,TRAN_NA,8,11,6.285714286,7,50.28571429,9
105,stl#User:Invalid/incorrect LinkedIn credentials->User:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Not consistent passwords->Not consistent passwords:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,9,12,8.5,8,76.5,3
106,stl#User:Invalid/incorrect LinkedIn credentials->User:Invalid/incorrect LinkedIn credentials->Invalid/incorrect LinkedIn credentials:redirect to sign in page->redirect to sign in page:Sign-in form->Sign-in form:send email for verification->send email for verification:check validity of input information->check validity of input information:Invalid email format->Invalid email format:redirect to sign in page->redirect to sign in page:Sign-in form,Create Profile,TRAN_NA,9,12,8.5,8,76.5,16
108,stl#User:Headline edit field->User:Headline edit field->Headline edit field:check input headline->check input headline:save updated headline->save updated headline:My Profile Page,Create short summary/headline for profile,TRAN_NA,5,17,3.25,4,16.25,15
109,stl#User:Headline edit field->User:Headline edit field->Headline edit field:check input headline->check input headline:save updated headline->save updated headline:Headline,Create short summary/headline for profile,TRAN_NA,5,20,3.5,4,17.5,14
110,stl#User:Headline edit field->User:Headline edit field->Headline edit field:check input headline->check input headline:headline input error message,Create short summary/headline for profile,TRAN_NA,4,9,3.666666667,3,14.66666667,14
111,stl#User:My Profile Page->User:My Profile Page,Create short summary/headline for profile,CTRL;EXTCLL;INT,2,1,3,1,6,8
112,stl#User:headline edit icon->User:headline edit icon->headline edit icon:popup window for headline edit->popup window for headline edit:redirect to login page->redirect to login page:Headline edit field->Headline edit field:check input headline->check input headline:save updated headline->save updated headline:My Profile Page,Create short summary/headline for profile,TRAN_NA,8,26,3.428571429,7,27.42857143,5
113,stl#User:headline edit icon->User:headline edit icon->headline edit icon:popup window for headline edit->popup window for headline edit:redirect to login page->redirect to login page:Headline edit field->Headline edit field:check input headline->check input headline:save updated headline->save updated headline:Headline,Create short summary/headline for profile,TRAN_NA,8,29,3.571428571,7,28.57142857,10
114,stl#User:headline edit icon->User:headline edit icon->headline edit icon:popup window for headline edit->popup window for headline edit:redirect to login page->redirect to login page:Headline edit field->Headline edit field:check input headline->check input headline:headline input error message,Create short summary/headline for profile,TRAN_NA,7,18,3.666666667,6,25.66666667,14
115,stl#User:headline edit icon->User:headline edit icon->headline edit icon:popup window for headline edit->popup window for headline edit:My Profile Page,Create short summary/headline for profile,TRAN_NA,4,9,4.333333333,3,17.33333333,1
116,stl#User:headline edit icon->User:headline edit icon->headline edit icon:popup window for headline edit->popup window for headline edit:Headline edit field->Headline edit field:check input headline->check input headline:save updated headline->save updated headline:My Profile Page,Create short summary/headline for profile,TRAN_NA,7,25,3.833333333,6,26.83333333,14
117,stl#User:headline edit icon->User:headline edit icon->headline edit icon:popup window for headline edit->popup window for headline edit:Headline edit field->Headline edit field:check input headline->check input headline:save updated headline->save updated headline:Headline,Create short summary/headline for profile,TRAN_NA,7,28,4,6,28,2
118,stl#User:headline edit icon->User:headline edit icon->headline edit icon:popup window for headline edit->popup window for headline edit:Headline edit field->Headline edit field:check input headline->check input headline:headline input error message,Create short summary/headline for profile,TRAN_NA,6,17,4.2,5,25.2,8
119,stl#User:Unfollow button->User:Unfollow button->Unfollow button:remove connection between users->remove connection between users:connection,Follow/unfollow company,TRAN_NA,4,5,6.666666667,3,26.66666667,6
120,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:connection,Follow/unfollow company,TRAN_NA,4,12,5.666666667,3,22.66666667,13
121,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:Update the follow status,Follow/unfollow company,TRAN_NA,5,22,5,4,25,10
122,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:remove connection between users->remove connection between users:connection,Follow/unfollow company,TRAN_NA,6,16,6,5,36,15
123,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:Redirect to connection list->Redirect to connection list:Remove button,Follow/unfollow company,TRAN_NA,6,16,5,5,30,13
124,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Follow button->Follow button:Update the follow status->Update the follow status:Follow button,Follow/unfollow company,TRAN_NA,6,25,5.2,5,31.2,16
125,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Follow button->Follow button:Update the follow status->Update the follow status:connection,Follow/unfollow company,TRAN_NA,6,23,5.4,5,32.4,12
126,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Follow button->Follow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:Update the follow status,Follow/unfollow company,TRAN_NA,7,33,5,6,35,5
127,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Follow button->Follow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:remove connection between users->remove connection between users:connection,Follow/unfollow company,TRAN_NA,8,27,5.714285714,7,45.71428571,2
128,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Follow button->Follow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:Redirect to connection list->Redirect to connection list:Remove button,Follow/unfollow company,TRAN_NA,8,27,5,7,40,8
129,stl#User:Unfollow button->User:Unfollow button->Unfollow button:Redirect to connection list->Redirect to connection list:Remove button,Follow/unfollow company,TRAN_NA,4,5,5,3,20,13
130,stl#User:Follow button->User:Follow button->Follow button:Update the follow status->Update the follow status:connection,Follow/unfollow company,TRAN_NA,4,12,5.666666667,3,22.66666667,12
131,stl#User:Follow button->User:Follow button->Follow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:remove connection between users->remove connection between users:connection,Follow/unfollow company,TRAN_NA,6,16,6,5,36,9
132,stl#User:Follow button->User:Follow button->Follow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:Update the follow status->Update the follow status:Unfollow button,Follow/unfollow company,TRAN_NA,6,25,5.2,5,31.2,13
133,stl#User:Follow button->User:Follow button->Follow button:Update the follow status->Update the follow status:Unfollow button->Unfollow button:Update the follow status->Update the follow status:connection,Follow/unfollow company,TRAN_NA,6,23,5.4,5,32.4,2
