id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,Complexity
15,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,NaN,undefined,NaN,16
16,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Database,input student's performance,CTRL,4,8,NaN,undefined,NaN,12
17,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,7,19,NaN,undefined,NaN,2
18,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,7,24,NaN,undefined,NaN,3
19,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Homepage,input student's performance,CTRL,6,13,NaN,undefined,NaN,1
20,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Database,input student's performance,CTRL,6,18,NaN,undefined,NaN,13
21,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,5,9,NaN,undefined,NaN,8
22,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,5,14,NaN,undefined,NaN,7
23,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,NaN,undefined,NaN,7
24,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Database,input student's performance,CTRL,4,8,NaN,undefined,NaN,1
25,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,5,9,NaN,undefined,NaN,15
26,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,5,14,NaN,undefined,NaN,14
27,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,NaN,undefined,NaN,10
28,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Database,input student's performance,CTRL,4,8,NaN,undefined,NaN,10
33,stl#User:input user imformation->User:input user imformation->input user imformation:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,4,8,NaN,undefined,NaN,14
34,stl#User:input user imformation->User:input user imformation->input user imformation:Save changes in database->Save changes in database:Database,input student's performance,CTRL,4,13,NaN,undefined,NaN,16
35,stl#User:Input users information->User:Input users information->Input users information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,4,8,NaN,undefined,NaN,6
36,stl#User:Input users information->User:Input users information->Input users information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,4,13,NaN,undefined,NaN,10
37,stl#User:Input users information->User:Input users information->Input users information:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,5,9,NaN,undefined,NaN,3
38,stl#User:Input users information->User:Input users information->Input users information:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,5,14,NaN,undefined,NaN,13
39,stl#User:Input users information->User:Input users information->Input users information:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,NaN,undefined,NaN,2
40,stl#User:Input users information->User:Input users information->Input users information:Display user information->Display user information:Database,input student's performance,CTRL,4,8,NaN,undefined,NaN,4
41,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Redirect to homepage->Redirect to homepage:Display confirmation  page ->Display confirmation  page :Login page->Login page:Validate username and password,login,CTRL,7,22,NaN,undefined,NaN,6
42,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Redirect to homepage->Redirect to homepage:Display confirmation  page ->Display confirmation  page :Homepage,login,CTRL,6,17,NaN,undefined,NaN,12
43,stl#User:Logout page->User:Logout page->Logout page:Log out and  terminate the session->Log out and  terminate the session:Validate username and password->Validate username and password:Display confirmation page->Display confirmation page:Homepage,logout,CTRL,6,22,NaN,undefined,NaN,8
44,stl#User:add->User:add->add:Update user information->Update user information:Homepage,manage User's info,TRAN_NA,4,3,NaN,undefined,NaN,8
45,stl#User:add->User:add->add:Update user information->Update user information:Database,manage User's info,TRAN_NA,4,8,NaN,undefined,NaN,1
46,stl#User:Update->User:Update->Update:Update user information->Update user information:Homepage,manage User's info,CTRL,4,8,NaN,undefined,NaN,11
47,stl#User:Update->User:Update->Update:Update user information->Update user information:Database,manage User's info,CTRL,4,13,NaN,undefined,NaN,3
48,stl#User:Manage user button->User:Manage user button->Manage user button:Show all users->Show all users:Update user information->Update user information:Homepage,manage User's info,TRAN_NA,5,4,NaN,undefined,NaN,13
49,stl#User:Manage user button->User:Manage user button->Manage user button:Show all users->Show all users:Update user information->Update user information:Database,manage User's info,TRAN_NA,5,9,NaN,undefined,NaN,6
50,stl#User:delete->User:delete->delete:Update user information->Update user information:Homepage,manage User's info,TRAN_NA,4,3,NaN,undefined,NaN,13
51,stl#User:delete->User:delete->delete:Update user information->Update user information:Database,manage User's info,TRAN_NA,4,8,NaN,undefined,NaN,5
58,stl#User:delete->User:delete->delete:Update information of resource->Update information of resource:Homepage,manage resources,TRAN_NA,4,3,NaN,undefined,NaN,14
59,stl#User:delete->User:delete->delete:Update information of resource->Update information of resource:Database,manage resources,TRAN_NA,4,8,NaN,undefined,NaN,6
60,stl#User:add->User:add->add:Update information of resource->Update information of resource:Homepage,manage resources,TRAN_NA,4,3,NaN,undefined,NaN,1
61,stl#User:add->User:add->add:Update information of resource->Update information of resource:Database,manage resources,TRAN_NA,4,8,NaN,undefined,NaN,11
62,stl#User:Manage resources button->User:Manage resources button->Manage resources button:Show lists of resources->Show lists of resources:Update information of resource->Update information of resource:Homepage,manage resources,CTRL,5,9,NaN,undefined,NaN,4
63,stl#User:Manage resources button->User:Manage resources button->Manage resources button:Show lists of resources->Show lists of resources:Update information of resource->Update information of resource:Database,manage resources,CTRL,5,14,NaN,undefined,NaN,14
64,stl#User:Update->User:Update->Update:Update information of resource->Update information of resource:Homepage,manage resources,CTRL,4,8,NaN,undefined,NaN,16
65,stl#User:Update->User:Update->Update:Update information of resource->Update information of resource:Database,manage resources,CTRL,4,13,NaN,undefined,NaN,13
70,stl#User:Registe page->User:Registe page->Registe page:Show all register resources->Show all register resources:Display confirmation->Display confirmation:Homepage,register new resource,CTRL,5,13,NaN,undefined,NaN,8
71,stl#User:Registe page->User:Registe page->Registe page:Show all register resources->Show all register resources:Display confirmation->Display confirmation:Database,register new resource,CTRL,5,13,NaN,undefined,NaN,14
72,stl#User:Inpute resource page->User:Inpute resource page->Inpute resource page:Display confirmation->Display confirmation:Homepage,register new resource,CTRL,4,12,NaN,undefined,NaN,5
73,stl#User:Inpute resource page->User:Inpute resource page->Inpute resource page:Display confirmation->Display confirmation:Database,register new resource,CTRL,4,12,NaN,undefined,NaN,12
74,stl#User:Review error page->User:Review error page->Review error page:Show all erro message->Show all erro message:Homepage,review error message,TRAN_NA,4,8,NaN,undefined,NaN,9
75,stl#User:Input message->User:Input message->Input message:Display confirmation page->Display confirmation page:Homepage,send message,CTRL,4,11,NaN,undefined,NaN,12
76,stl#User:send message page->User:send message page->send message page:Display confirmation page->Display confirmation page:Homepage,send message,CTRL,4,11,NaN,undefined,NaN,6
77,stl#User:Manage resource button->User:Manage resource button->Manage resource button:Show list of information->Show list of information:Update information in database->Update information in database:Homepage,update User's info,CTRL,5,12,NaN,undefined,NaN,6
78,stl#User:Manage resource button->User:Manage resource button->Manage resource button:Show list of information->Show list of information:Update information in database->Update information in database:Database,update User's info,CTRL,5,17,NaN,undefined,NaN,9
79,stl#User:Input information->User:Input information->Input information:Update information in database->Update information in database:Homepage,update User's info,CTRL,4,8,NaN,undefined,NaN,11
80,stl#User:Input information->User:Input information->Input information:Update information in database->Update information in database:Database,update User's info,CTRL,4,13,NaN,undefined,NaN,9
81,stl#User:Choose one user and update->User:Choose one user and update->Choose one user and update:Update information in database->Update information in database:Homepage,update User's info,CTRL,4,13,NaN,undefined,NaN,11
82,stl#User:Choose one user and update->User:Choose one user and update->Choose one user and update:Update information in database->Update information in database:Database,update User's info,CTRL,4,18,NaN,undefined,NaN,10
83,stl#User:Input information->User:Input information->Input information:show update inforamtion resource->show update inforamtion resource:Homepage,update resource,CTRL,4,3,NaN,undefined,NaN,14
84,stl#User:Input information->User:Input information->Input information:show update inforamtion resource->show update inforamtion resource:Database,update resource,CTRL,4,8,NaN,undefined,NaN,15
85,stl#User:Choose one of  resources and update->User:Choose one of  resources and update->Choose one of  resources and update:show update inforamtion resource->show update inforamtion resource:Homepage,update resource,CTRL,4,3,NaN,undefined,NaN,16
86,stl#User:Choose one of  resources and update->User:Choose one of  resources and update->Choose one of  resources and update:show update inforamtion resource->show update inforamtion resource:Database,update resource,CTRL,4,8,NaN,undefined,NaN,11
87,stl#User:Manage resource button->User:Manage resource button->Manage resource button:Show lists of resources->Show lists of resources:show update inforamtion resource->show update inforamtion resource:Homepage,update resource,CTRL,5,9,NaN,undefined,NaN,9
88,stl#User:Manage resource button->User:Manage resource button->Manage resource button:Show lists of resources->Show lists of resources:show update inforamtion resource->show update inforamtion resource:Database,update resource,CTRL,5,14,NaN,undefined,NaN,11
89,stl#User:Manage grade button->User:Manage grade button->Manage grade button:Display confimation->Display confimation:Homepage,upload grade info (text file),TRAN_NA,4,12,NaN,undefined,NaN,2
90,stl#User:Manage grade button->User:Manage grade button->Manage grade button:Display confimation->Display confimation:Database,upload grade info (text file),TRAN_NA,4,12,NaN,undefined,NaN,7
91,stl#User:Input upload grade info ->User:Input upload grade info ->Input upload grade info :Display confimation->Display confimation:Homepage,upload grade info (text file),TRAN_NA,4,18,NaN,undefined,NaN,2
92,stl#User:Input upload grade info ->User:Input upload grade info ->Input upload grade info :Display confimation->Display confimation:Database,upload grade info (text file),TRAN_NA,4,18,NaN,undefined,NaN,8
93,stl#User:View performance page->User:View performance page->View performance page:Show lists of semesters->Show lists of semesters:Return students performance page->Return students performance page:Homepge,view grade / attendance report,TRAN_NA,5,17,NaN,undefined,NaN,3
94,stl#User:Homepge->User:Homepge,view grade / attendance report,CTRL,2,1,NaN,undefined,NaN,16
95,stl#User:choose a report semester->User:choose a report semester->choose a report semester:Return students performance page->Return students performance page:Homepge,view grade / attendance report,TRAN_NA,4,16,NaN,undefined,NaN,5
96,stl#User:View student page->User:View student page->View student page:Display student page->Display student page:Homepage,view student's name,CTRL,4,19,NaN,undefined,NaN,16
97,stl#User:choose a student->User:choose a student->choose a student:Display student page->Display student page:Homepage,view student's name,CTRL,4,19,NaN,undefined,NaN,14
2,stl#User:Access all student information->User:Access all student information->Access all student information:Show all students data->Show all students data:Database,access all student's data,CTRL,4,24,NaN,undefined,NaN,1
3,stl#User:Homepage->User:Homepage->Homepage:Show all students data->Show all students data:Database,access all student's data,CTRL,4,16,NaN,undefined,NaN,7
4,stl#User:Access all resources button->User:Access all resources button->Access all resources button:Show lists of resources->Show lists of resources:Show resources information->Show resources information:Homepage,access list & status of resources,CTRL,5,9,NaN,undefined,NaN,16
5,stl#User:Chose resources->User:Chose resources->Chose resources:Show resources information->Show resources information:Homepage,access list & status of resources,CTRL,4,3,NaN,undefined,NaN,9
6,stl#User:Homepage->User:Homepage,access list & status of resources,CTRL,2,1,NaN,undefined,NaN,8
7,stl#User:close resources->User:close resources->close resources:Show resources information->Show resources information:Homepage,access list & status of resources,CTRL,4,3,NaN,undefined,NaN,16
8,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information,input User's info,CTRL,3,2,NaN,undefined,NaN,5
9,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,6,15,NaN,undefined,NaN,14
10,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,6,20,NaN,undefined,NaN,3
11,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Homepage,input student's performance,CTRL,5,9,NaN,undefined,NaN,3
12,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Database,input student's performance,CTRL,5,14,NaN,undefined,NaN,1
13,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,5,9,NaN,undefined,NaN,11
14,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,5,14,NaN,undefined,NaN,6
15,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,NaN,undefined,NaN,13
16,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Database,input student's performance,CTRL,4,8,NaN,undefined,NaN,11
17,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,7,19,NaN,undefined,NaN,15
18,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,7,24,NaN,undefined,NaN,15
19,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Homepage,input student's performance,CTRL,6,13,NaN,undefined,NaN,2
20,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Database,input student's performance,CTRL,6,18,NaN,undefined,NaN,9
21,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,5,9,NaN,undefined,NaN,16
22,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,5,14,NaN,undefined,NaN,15
23,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,NaN,undefined,NaN,8
24,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Database,input student's performance,CTRL,4,8,NaN,undefined,NaN,14
25,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,5,9,NaN,undefined,NaN,11
26,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,5,14,NaN,undefined,NaN,16
27,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,NaN,undefined,NaN,11
28,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Database,input student's performance,CTRL,4,8,NaN,undefined,NaN,1
33,stl#User:input user imformation->User:input user imformation->input user imformation:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,4,8,NaN,undefined,NaN,3
34,stl#User:input user imformation->User:input user imformation->input user imformation:Save changes in database->Save changes in database:Database,input student's performance,CTRL,4,13,NaN,undefined,NaN,8
35,stl#User:Input users information->User:Input users information->Input users information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,4,8,NaN,undefined,NaN,16
36,stl#User:Input users information->User:Input users information->Input users information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,4,13,NaN,undefined,NaN,14
37,stl#User:Input users information->User:Input users information->Input users information:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,5,9,NaN,undefined,NaN,9
38,stl#User:Input users information->User:Input users information->Input users information:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,5,14,NaN,undefined,NaN,4
39,stl#User:Input users information->User:Input users information->Input users information:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,NaN,undefined,NaN,9
40,stl#User:Input users information->User:Input users information->Input users information:Display user information->Display user information:Database,input student's performance,CTRL,4,8,NaN,undefined,NaN,14
41,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Redirect to homepage->Redirect to homepage:Display confirmation  page ->Display confirmation  page :Login page->Login page:Validate username and password,login,CTRL,7,22,NaN,undefined,NaN,7
42,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Redirect to homepage->Redirect to homepage:Display confirmation  page ->Display confirmation  page :Homepage,login,CTRL,6,17,NaN,undefined,NaN,1
43,stl#User:Logout page->User:Logout page->Logout page:Log out and  terminate the session->Log out and  terminate the session:Validate username and password->Validate username and password:Display confirmation page->Display confirmation page:Homepage,logout,CTRL,6,22,NaN,undefined,NaN,1
44,stl#User:add->User:add->add:Update user information->Update user information:Homepage,manage User's info,TRAN_NA,4,3,NaN,undefined,NaN,6
45,stl#User:add->User:add->add:Update user information->Update user information:Database,manage User's info,TRAN_NA,4,8,NaN,undefined,NaN,5
46,stl#User:Update->User:Update->Update:Update user information->Update user information:Homepage,manage User's info,CTRL,4,8,NaN,undefined,NaN,2
47,stl#User:Update->User:Update->Update:Update user information->Update user information:Database,manage User's info,CTRL,4,13,NaN,undefined,NaN,11
48,stl#User:Manage user button->User:Manage user button->Manage user button:Show all users->Show all users:Update user information->Update user information:Homepage,manage User's info,TRAN_NA,5,4,NaN,undefined,NaN,16
49,stl#User:Manage user button->User:Manage user button->Manage user button:Show all users->Show all users:Update user information->Update user information:Database,manage User's info,TRAN_NA,5,9,NaN,undefined,NaN,16
50,stl#User:delete->User:delete->delete:Update user information->Update user information:Homepage,manage User's info,TRAN_NA,4,3,NaN,undefined,NaN,12
51,stl#User:delete->User:delete->delete:Update user information->Update user information:Database,manage User's info,TRAN_NA,4,8,NaN,undefined,NaN,7
58,stl#User:delete->User:delete->delete:Update information of resource->Update information of resource:Homepage,manage resources,TRAN_NA,4,3,NaN,undefined,NaN,9
59,stl#User:delete->User:delete->delete:Update information of resource->Update information of resource:Database,manage resources,TRAN_NA,4,8,NaN,undefined,NaN,4
60,stl#User:add->User:add->add:Update information of resource->Update information of resource:Homepage,manage resources,TRAN_NA,4,3,NaN,undefined,NaN,12
61,stl#User:add->User:add->add:Update information of resource->Update information of resource:Database,manage resources,TRAN_NA,4,8,NaN,undefined,NaN,10
62,stl#User:Manage resources button->User:Manage resources button->Manage resources button:Show lists of resources->Show lists of resources:Update information of resource->Update information of resource:Homepage,manage resources,CTRL,5,9,NaN,undefined,NaN,9
63,stl#User:Manage resources button->User:Manage resources button->Manage resources button:Show lists of resources->Show lists of resources:Update information of resource->Update information of resource:Database,manage resources,CTRL,5,14,NaN,undefined,NaN,14
64,stl#User:Update->User:Update->Update:Update information of resource->Update information of resource:Homepage,manage resources,CTRL,4,8,NaN,undefined,NaN,14
65,stl#User:Update->User:Update->Update:Update information of resource->Update information of resource:Database,manage resources,CTRL,4,13,NaN,undefined,NaN,12
70,stl#User:Registe page->User:Registe page->Registe page:Show all register resources->Show all register resources:Display confirmation->Display confirmation:Homepage,register new resource,CTRL,5,13,NaN,undefined,NaN,4
71,stl#User:Registe page->User:Registe page->Registe page:Show all register resources->Show all register resources:Display confirmation->Display confirmation:Database,register new resource,CTRL,5,13,NaN,undefined,NaN,1
72,stl#User:Inpute resource page->User:Inpute resource page->Inpute resource page:Display confirmation->Display confirmation:Homepage,register new resource,CTRL,4,12,NaN,undefined,NaN,13
73,stl#User:Inpute resource page->User:Inpute resource page->Inpute resource page:Display confirmation->Display confirmation:Database,register new resource,CTRL,4,12,NaN,undefined,NaN,3
74,stl#User:Review error page->User:Review error page->Review error page:Show all erro message->Show all erro message:Homepage,review error message,TRAN_NA,4,8,NaN,undefined,NaN,16
75,stl#User:Input message->User:Input message->Input message:Display confirmation page->Display confirmation page:Homepage,send message,CTRL,4,11,NaN,undefined,NaN,15
76,stl#User:send message page->User:send message page->send message page:Display confirmation page->Display confirmation page:Homepage,send message,CTRL,4,11,NaN,undefined,NaN,10
77,stl#User:Manage resource button->User:Manage resource button->Manage resource button:Show list of information->Show list of information:Update information in database->Update information in database:Homepage,update User's info,CTRL,5,12,NaN,undefined,NaN,13
78,stl#User:Manage resource button->User:Manage resource button->Manage resource button:Show list of information->Show list of information:Update information in database->Update information in database:Database,update User's info,CTRL,5,17,NaN,undefined,NaN,4
79,stl#User:Input information->User:Input information->Input information:Update information in database->Update information in database:Homepage,update User's info,CTRL,4,8,NaN,undefined,NaN,14
80,stl#User:Input information->User:Input information->Input information:Update information in database->Update information in database:Database,update User's info,CTRL,4,13,NaN,undefined,NaN,3
81,stl#User:Choose one user and update->User:Choose one user and update->Choose one user and update:Update information in database->Update information in database:Homepage,update User's info,CTRL,4,13,NaN,undefined,NaN,7
82,stl#User:Choose one user and update->User:Choose one user and update->Choose one user and update:Update information in database->Update information in database:Database,update User's info,CTRL,4,18,NaN,undefined,NaN,13
83,stl#User:Input information->User:Input information->Input information:show update inforamtion resource->show update inforamtion resource:Homepage,update resource,CTRL,4,3,NaN,undefined,NaN,7
84,stl#User:Input information->User:Input information->Input information:show update inforamtion resource->show update inforamtion resource:Database,update resource,CTRL,4,8,NaN,undefined,NaN,11
85,stl#User:Choose one of  resources and update->User:Choose one of  resources and update->Choose one of  resources and update:show update inforamtion resource->show update inforamtion resource:Homepage,update resource,CTRL,4,3,NaN,undefined,NaN,8
86,stl#User:Choose one of  resources and update->User:Choose one of  resources and update->Choose one of  resources and update:show update inforamtion resource->show update inforamtion resource:Database,update resource,CTRL,4,8,NaN,undefined,NaN,6
87,stl#User:Manage resource button->User:Manage resource button->Manage resource button:Show lists of resources->Show lists of resources:show update inforamtion resource->show update inforamtion resource:Homepage,update resource,CTRL,5,9,NaN,undefined,NaN,1
88,stl#User:Manage resource button->User:Manage resource button->Manage resource button:Show lists of resources->Show lists of resources:show update inforamtion resource->show update inforamtion resource:Database,update resource,CTRL,5,14,NaN,undefined,NaN,4
89,stl#User:Manage grade button->User:Manage grade button->Manage grade button:Display confimation->Display confimation:Homepage,upload grade info (text file),TRAN_NA,4,12,NaN,undefined,NaN,12
90,stl#User:Manage grade button->User:Manage grade button->Manage grade button:Display confimation->Display confimation:Database,upload grade info (text file),TRAN_NA,4,12,NaN,undefined,NaN,13
91,stl#User:Input upload grade info ->User:Input upload grade info ->Input upload grade info :Display confimation->Display confimation:Homepage,upload grade info (text file),TRAN_NA,4,18,NaN,undefined,NaN,14
92,stl#User:Input upload grade info ->User:Input upload grade info ->Input upload grade info :Display confimation->Display confimation:Database,upload grade info (text file),TRAN_NA,4,18,NaN,undefined,NaN,8
93,stl#User:View performance page->User:View performance page->View performance page:Show lists of semesters->Show lists of semesters:Return students performance page->Return students performance page:Homepge,view grade / attendance report,TRAN_NA,5,17,NaN,undefined,NaN,6
94,stl#User:Homepge->User:Homepge,view grade / attendance report,CTRL,2,1,NaN,undefined,NaN,8
95,stl#User:choose a report semester->User:choose a report semester->choose a report semester:Return students performance page->Return students performance page:Homepge,view grade / attendance report,TRAN_NA,4,16,NaN,undefined,NaN,3
96,stl#User:View student page->User:View student page->View student page:Display student page->Display student page:Homepage,view student's name,CTRL,4,19,NaN,undefined,NaN,12
97,stl#User:choose a student->User:choose a student->choose a student:Display student page->Display student page:Homepage,view student's name,CTRL,4,19,NaN,undefined,NaN,6
1,stl#User:Homepage->User:Homepage,approve course preference,CTRL;EXTCLL;INT,2,1,NaN,undefined,NaN,6
2,stl#User: Student course list->User: Student course list-> Student course list:Review course and approve->Review course and approve:Update status in database->Update status in database:Homepage,approve course preference,CTRL;EXTCLL;INT,5,10,NaN,undefined,NaN,14
3,stl#User: Student course list->User: Student course list-> Student course list:Review course and approve->Review course and approve:Update status in database->Update status in database:Database,approve course preference,CTRL,5,11,NaN,undefined,NaN,5
4,stl#User: Student course list->User: Student course list-> Student course list:Review course and approve->Review course and approve:Update status in database->Update status in database: Student course list-> Student course list:Review course and approve,approve course preference,CTRL,6,15,NaN,undefined,NaN,15
5,stl#User:counselor student assignment menu->User:counselor student assignment menu->counselor student assignment menu:Show list of stuedents->Show list of stuedents:Allocate a counselor ->Allocate a counselor :Display updated counselor->Display updated counselor:counselor student assignment menu->counselor student assignment menu:Show list of stuedents,assign counselor,CTRL,7,14,NaN,undefined,NaN,16
6,stl#User:counselor student assignment menu->User:counselor student assignment menu->counselor student assignment menu:Show list of stuedents->Show list of stuedents:Allocate a counselor ->Allocate a counselor :Display updated counselor->Display updated counselor:Homepage,assign counselor,CTRL;EXTCLL;INT,6,10,NaN,undefined,NaN,4
7,stl#User:assign student->User:assign student,assign counselor,CTRL,2,3,NaN,undefined,NaN,11
8,stl#User:Teacher select page->User:Teacher select page->Teacher select page:Save information->Save information:Update database->Update database:Database,assign teacher to course,CTRL,5,15,NaN,undefined,NaN,16
9,stl#User:Teacher select page->User:Teacher select page->Teacher select page:Save information->Save information:Update database->Update database:Confirmation message->Confirmation message:Homepage,assign teacher to course,CTRL;EXTCLL;INT,6,21,NaN,undefined,NaN,15
10,stl#User:Input user name and password->User:Input user name and password->Input user name and password:Validate usename and password->Validate usename and password:Check if the id exists->Check if the id exists:Display confirmation->Display confirmation:Input user name and password->Input user name and password:Validate usename and password,authenticate,TRAN_NA,7,12,NaN,undefined,NaN,14
11,stl#User:Input user name and password->User:Input user name and password->Input user name and password:Validate usename and password->Validate usename and password:Check if the id exists->Check if the id exists:Display confirmation->Display confirmation:Homepage,authenticate,TRAN_NA,6,11,NaN,undefined,NaN,9
12,stl#User:Input user name and password->User:Input user name and password->Input user name and password:Validate usename and password->Validate usename and password:Check if the id exists->Check if the id exists:Database,authenticate,TRAN_NA,5,5,NaN,undefined,NaN,14
13,stl#User:Export button->User:Export button->Export button:Generate Csv file->Generate Csv file:Display confirmation page->Display confirmation page:Export button->Export button:Generate Csv file,export activity info,TRAN_NA,6,5,NaN,undefined,NaN,15
14,stl#User:Export button->User:Export button->Export button:Generate Csv file->Generate Csv file:Display confirmation page->Display confirmation page:Homepage,export activity info,TRAN_NA,5,4,NaN,undefined,NaN,13
15,stl#User:Export button->User:Export button->Export button:Generate Csv file->Generate Csv file:Display confirmation page->Display confirmation page:Database,export activity info,TRAN_NA,5,5,NaN,undefined,NaN,12
16,stl#User:Export button->User:Export button,export activity info,CTRL;EXTCLL;INT,2,1,NaN,undefined,NaN,3
17,stl#User:Course list menu->User:Course list menu->Course list menu:Calcuate course data->Calcuate course data:Display course list->Display course list:Display confirmation page->Display confirmation page:Homepage,generate course section,TRAN_NA,6,28,NaN,undefined,NaN,1
18,stl#User:Course list menu->User:Course list menu->Course list menu:Calcuate course data->Calcuate course data:Display course list->Display course list:Database,generate course section,TRAN_NA,5,22,NaN,undefined,NaN,5
19,stl#User:Click button->User:Click button->Click button:Display course list->Display course list:Display confirmation page->Display confirmation page:Homepage,generate course section,TRAN_NA,5,12,NaN,undefined,NaN,7
20,stl#User:Click button->User:Click button->Click button:Display course list->Display course list:Database,generate course section,TRAN_NA,4,6,NaN,undefined,NaN,11
21,stl#User:Control1->User:Control1,import district course list,CTRL;EXTCLL;INT,2,5,NaN,undefined,NaN,13
22,stl#User:Input course page->User:Input course page->Input course page:Intert all data at database->Intert all data at database:database,import district course list,TRAN_NA,4,8,NaN,undefined,NaN,3
23,stl#User:Input course page->User:Input course page->Input course page:Intert all data at database->Intert all data at database:Display comfirm information->Display comfirm information:Input course page->Input course page:Intert all data at database,import district course list,TRAN_NA,6,13,NaN,undefined,NaN,11
24,stl#User:Input course page->User:Input course page->Input course page:Intert all data at database->Intert all data at database:Display comfirm information->Display comfirm information:Homepage,import district course list,TRAN_NA,5,8,NaN,undefined,NaN,6
