id,element,useCase,type,component
1,Facebook:query facebook info,Sign in social media accounts,control,queryfacebookinfo
2,query facebook info:Facebook,Sign in social media accounts,control,queryfacebookinfo
3,Google plus:query google plus info,Sign in social media accounts,control,queryfacebookinfo
4,query google plus info:Google plus,Sign in social media accounts,control,Googleplus
5,LinkedIn:query linkedin,Sign in social media accounts,control,queryfacebookinfo
6,query linkedin:LinkedIn,Sign in social media accounts,control,invalidinputinformation
7,User:social media login buttons,Sign in social media accounts,boundary,RequestReferralButton
8,User:credential input page,Sign in social media accounts,control,Loginpage
9,User:sign in error message,Sign in social media accounts,boundary,savedsuccessfullymessage
10,credential input page:query google plus info,Sign in social media accounts,control,Googleplus
11,credential input page:query facebook info,Sign in social media accounts,control,queryfacebookinfo
12,credential input page:query linkedin,Sign in social media accounts,control,queryfacebookinfo
13,display crendential input page:credential input page,Sign in social media accounts,control,Loginpage
14,social media login buttons:display crendential input page,Sign in social media accounts,control,Loginpage
15,query facebook info:sign in error message,Sign in social media accounts,boundary,savedsuccessfullymessage
16,query facebook info:session,Sign in social media accounts,entity,session
17,query google plus info:sign in error message,Sign in social media accounts,boundary,savedsuccessfullymessage
18,query linkedin:sign in error message,Sign in social media accounts,boundary,savedsuccessfullymessage
19,stl#Facebook:query facebook info,Sign in social media accounts,Stimulus,undefined
20,stl#Google plus:query google plus info,Sign in social media accounts,Stimulus,undefined
21,stl#LinkedIn:query linkedin,Sign in social media accounts,Stimulus,undefined
22,stl#User:social media login buttons,Sign in social media accounts,Stimulus,undefined
23,stl#User:credential input page,Sign in social media accounts,Stimulus,undefined
24,stl#User:sign in error message,Sign in social media accounts,Stimulus,undefined
