NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add pictures in Neighborhood page,8,15,0,3,2,1,0,0,0,1,0,2,0,1,6,2,20,5.09375,16,1,101.875,8,0,24,8,8,6,4.62,13.38,0,0,8.1184,30.700200000000002,18.3049
2,Add pictures to Gallery of art works,10,18,0,3,1,1,1,0,0,4,0,4,0,4,6,4,10.75,5.2727272727272725,8.25,2.25,56.68181818181818,0,25,20,10,5,10,5.99,2.0100000000000002,5.34,0.66,10.147999999999998,34.1515,20.7335
3,Create new project page,5,12,0,3,2,1,0,0,0,0,0,1,0,0,4,1,26,4.285714285714286,21,9,111.42857142857143,0,0,19,5,5,5,4.62,9.38,0,0,5.074,15.3139,11.2665
4,Share events on Facebook,10,18,0,2,1,0,1,1,0,0,1,1,0,1,9,1,60,11.02,50,6,661.1999999999999,0,0,40,10,10,10,12.870000000000001,26.130000000000003,7.37,3.6300000000000003,10.147999999999998,61.805800000000005,37.68450000000001
5,Share project on Facebook,8,16,0,2,1,0,1,1,0,0,1,1,0,1,7,1,40,11.0625,32,5,442.5,8,0,24,8,8,6,7.59,21.41,0.67,2.33,8.1184,40.6853,21.328400000000002
6,View Gallery of art works,5,11,0,3,1,2,0,0,0,0,0,3,0,0,2,3,7.333333333333333,3.823529411764706,5.666666666666667,0.6666666666666666,28.03921568627451,8,0,12,5,5,3,0,2,0,0,5.074,10.385299999999999,6.0714999999999995
7,Visit Neighborhood Page,6,14,0,2,1,1,0,0,0,2,0,2,0,2,4,2,14,7.7272727272727275,11,3,108.18181818181819,0,0,24,6,6,6,5.94,12.06,0,0,6.0888,32.1298,20.2188
8,Visit community ads page,11,18,0,4,2,1,1,0,0,2,0,2,0,2,9,2,29,6.872340425531915,23.5,10.5,199.29787234042553,8,0,36,11,11,9,9.24,22.76,4.69,4.3100000000000005,11.162799999999997,58.3853,31.485300000000002
9,Visit interative map,6,22,0,5,2,2,1,1,0,1,1,3,0,2,3,3,8,3.7777777777777777,6,1.6666666666666667,30.22222222222222,4,0,19,6,6,5,2.31,5.6899999999999995,0.67,0.33,6.0888,13.404399999999999,9.7883
10,Visit project page,8,17,0,5,2,2,1,1,0,1,1,3,0,2,5,3,10.666666666666666,3.0833333333333335,8,1.3333333333333333,32.888888888888886,12,0,19,8,8,5,1.32,5.68,2.0100000000000002,1.9900000000000002,8.1184,13.4414,10.3224
11,Visit trekking LA Page,8,15,0,5,2,2,1,0,0,2,0,2,0,2,6,2,18,4.214285714285714,14,3,75.85714285714286,4,0,28,8,8,7,5.28,11.72,0.67,1.33,8.1184,22.301900000000003,13.860399999999998
