id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,Visitor:Dashboard for adding files and pictures-->Dashboard for adding files and pictures:public pictures-->public pictures:read neighborhood and add new pictures to neiborhood section-->read neighborhood and add new pictures to neiborhood section:Dashboard for neighborhood display.,Add pictures in Neighborhood page,4,2,2,0,0
2,Visitor:Dashboard for adding files and pictures-->Dashboard for adding files and pictures:public pictures-->public pictures:read neighborhood and add new pictures to neiborhood section-->read neighborhood and add new pictures to neiborhood section:Error in reading pictures,Add pictures in Neighborhood page,4,3,1,0,0
3,Visitor:Dashboard for adding files and pictures-->Dashboard for adding files and pictures:public pictures-->public pictures:read neighborhood and add new pictures to neiborhood section-->read neighborhood and add new pictures to neiborhood section:neighborhood database,Add pictures in Neighborhood page,4,2,2,0,0
4,Visitor:Dashboard for neighborhood display.,Add pictures in Neighborhood page,1,0,1,0,0
5,Visitor:Error in reading pictures,Add pictures in Neighborhood page,1,1,0,0,0
6,Visitor:New Post Button-->New Post Button:Display dashboard-->Display dashboard:Dashboard for adding files and pictures-->Dashboard for adding files and pictures:public pictures-->public pictures:read neighborhood and add new pictures to neiborhood section-->read neighborhood and add new pictures to neiborhood section:Dashboard for neighborhood display.,Add pictures in Neighborhood page,6,3,3,0,0
7,Visitor:New Post Button-->New Post Button:Display dashboard-->Display dashboard:Dashboard for adding files and pictures-->Dashboard for adding files and pictures:public pictures-->public pictures:read neighborhood and add new pictures to neiborhood section-->read neighborhood and add new pictures to neiborhood section:Error in reading pictures,Add pictures in Neighborhood page,6,4,2,0,0
8,Visitor:New Post Button-->New Post Button:Display dashboard-->Display dashboard:Dashboard for adding files and pictures-->Dashboard for adding files and pictures:public pictures-->public pictures:read neighborhood and add new pictures to neiborhood section-->read neighborhood and add new pictures to neiborhood section:neighborhood database,Add pictures in Neighborhood page,6,3,3,0,0
9,Visitor:400 or 500 error page,Add pictures to Gallery of art works,1,1,0,0,0
10,Visitor:404 or 500 error page,Add pictures to Gallery of art works,1,1,0,0,0
11,Visitor:Gallery-->Gallery:validate the link of image-->validate the link of image:400 or 500 error page,Add pictures to Gallery of art works,3,1,1,1,0
