id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
22,Visitor:add new project button-->add new project button:display a new section  on dashboard-->display a new section  on dashboard:dashboard for adding image gallery description of project-->dashboard for adding image gallery description of project:read gallery from plugin-->read gallery from plugin:create new project page-->create new project page:project database,EQ,2,6,5,1,0,boundary->boundary->boundary->control->boundary->boundary
23,Visitor:add new project button-->add new project button:display a new section  on dashboard-->display a new section  on dashboard:dashboard for adding image gallery description of project-->dashboard for adding image gallery description of project:read gallery from plugin-->read gallery from plugin:create new project page-->create new project page:no gallery message,EQ,3,6,4,2,0,boundary->boundary->boundary->control->boundary->control
24,Visitor:Invlid name and password match,EQ,0,1,0,0,1,entity
25,Visitor:Facebook wall-->Facebook wall:Post posts about project on Facebook timeline-->Post posts about project on Facebook timeline:Facebook,EQ,0,3,3,0,0,boundary->boundary->boundary
26,Visitor:Facebook login page-->Facebook login page:check if the user is already logged in-->check if the user is already logged in:send user name and password to Facebook-->send user name and password to Facebook:Facebook,EQ,1,4,3,0,1,boundary->entity->boundary->boundary
27,Visitor:Facebook login page-->Facebook login page:check if the user is already logged in-->check if the user is already logged in:send user name and password to Facebook-->send user name and password to Facebook:Invlid name and password match,EQ,1,4,2,0,2,boundary->entity->boundary->entity
28,Visitor:Facebook login page-->Facebook login page:check if the user is already logged in-->check if the user is already logged in:send user name and password to Facebook-->send user name and password to Facebook:Facebook wall-->Facebook wall:Post posts about project on Facebook timeline-->Post posts about project on Facebook timeline:Facebook,EQ,1,6,5,0,1,boundary->entity->boundary->boundary->boundary->boundary
29,Visitor:Facebook login page-->Facebook login page:check if the user is already logged in-->check if the user is already logged in:Facebook wall-->Facebook wall:Post posts about project on Facebook timeline-->Post posts about project on Facebook timeline:Facebook,EQ,2,5,4,0,1,boundary->entity->boundary->boundary->boundary
30,Visitor:Facebook button-->Facebook button:Display a new window for logging in Facebook-->Display a new window for logging in Facebook:Facebook login page-->Facebook login page:check if the user is already logged in-->check if the user is already logged in:send user name and password to Facebook-->send user name and password to Facebook:Facebook,EQ,0,6,5,0,1,boundary->boundary->boundary->entity->boundary->boundary
31,Visitor:Facebook button-->Facebook button:Display a new window for logging in Facebook-->Display a new window for logging in Facebook:Facebook login page-->Facebook login page:check if the user is already logged in-->check if the user is already logged in:send user name and password to Facebook-->send user name and password to Facebook:Invlid name and password match,EQ,0,6,4,0,2,boundary->boundary->boundary->entity->boundary->entity
32,Visitor:Facebook button-->Facebook button:Display a new window for logging in Facebook-->Display a new window for logging in Facebook:Facebook login page-->Facebook login page:check if the user is already logged in-->check if the user is already logged in:send user name and password to Facebook-->send user name and password to Facebook:Facebook wall-->Facebook wall:Post posts about project on Facebook timeline-->Post posts about project on Facebook timeline:Facebook,EQ,0,8,7,0,1,boundary->boundary->boundary->entity->boundary->boundary->boundary->boundary
33,Visitor:Facebook button-->Facebook button:Display a new window for logging in Facebook-->Display a new window for logging in Facebook:Facebook login page-->Facebook login page:check if the user is already logged in-->check if the user is already logged in:Facebook wall-->Facebook wall:Post posts about project on Facebook timeline-->Post posts about project on Facebook timeline:Facebook,EQ,1,7,6,0,1,boundary->boundary->boundary->entity->boundary->boundary->boundary
34,Visitor:facebook login dialog-->facebook login dialog:check username and password to facebook database-->check username and password to facebook database:Facebook,EQ,1,3,3,0,0,boundary->boundary->boundary
35,Visitor:facebook login dialog-->facebook login dialog:check username and password to facebook database-->check username and password to facebook database:Invalid name and password match message,EI,2,3,2,0,1,boundary->boundary->entity
36,Visitor:facebook login dialog-->facebook login dialog:check username and password to facebook database-->check username and password to facebook database:Facebook wall-->Facebook wall:post posts about project on LA comman staff's facebook timeline-->post posts about project on LA comman staff's facebook timeline:Facebook,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
37,Visitor:Invalid name and password match message,EQ,0,1,0,0,1,entity
38,Visitor:Facebook wall-->Facebook wall:post posts about project on LA comman staff's facebook timeline-->post posts about project on LA comman staff's facebook timeline:Facebook,EQ,0,3,3,0,0,boundary->boundary->boundary
39,Visitor:Facebook button-->Facebook button:display a new window for login facebook-->display a new window for login facebook:facebook login dialog-->facebook login dialog:check username and password to facebook database-->check username and password to facebook database:Facebook,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
40,Visitor:Facebook button-->Facebook button:display a new window for login facebook-->display a new window for login facebook:facebook login dialog-->facebook login dialog:check username and password to facebook database-->check username and password to facebook database:Invalid name and password match message,EI,1,5,4,0,1,boundary->boundary->boundary->boundary->entity
41,Visitor:Facebook button-->Facebook button:display a new window for login facebook-->display a new window for login facebook:facebook login dialog-->facebook login dialog:check username and password to facebook database-->check username and password to facebook database:Facebook wall-->Facebook wall:post posts about project on LA comman staff's facebook timeline-->post posts about project on LA comman staff's facebook timeline:Facebook,EQ,0,7,7,0,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary
42,Visitor:fail in adding pictures to gallery,EQ,0,1,0,1,0,control
43,Visitor:Dashboard for adding images-->Dashboard for adding images:Add new pictures to Gallery-->Add new pictures to Gallery:Gallery,EQ,0,3,0,3,0,control->control->control
44,Visitor:Dashboard for adding images-->Dashboard for adding images:Add new pictures to Gallery-->Add new pictures to Gallery:fail in adding pictures to gallery,EQ,0,3,0,3,0,control->control->control
45,Visitor:Add new button-->Add new button:display a new section on dashboard-->display a new section on dashboard:Dashboard for adding images-->Dashboard for adding images:Add new pictures to Gallery-->Add new pictures to Gallery:Gallery,EI,1,5,1,4,0,boundary->control->control->control->control
46,Visitor:Add new button-->Add new button:display a new section on dashboard-->display a new section on dashboard:Dashboard for adding images-->Dashboard for adding images:Add new pictures to Gallery-->Add new pictures to Gallery:fail in adding pictures to gallery,EI,1,5,1,4,0,boundary->control->control->control->control
47,Visitor:dropdown list of neighbourhoods-->dropdown list of neighbourhoods:read galery from plugin.-->read galery from plugin.:display neighbourhood page-->display neighbourhood page:Neighbourhood page,EQ,1,4,3,1,0,boundary->control->boundary->boundary
48,Visitor:dropdown list of neighbourhoods-->dropdown list of neighbourhoods:read galery from plugin.-->read galery from plugin.:display neighbourhood page-->display neighbourhood page:404 or 500 page,EQ,1,4,3,1,0,boundary->control->boundary->boundary
49,Visitor:Neighbourhoods button-->Neighbourhoods button:display dropdown list of neighbourhoods-->display dropdown list of neighbourhoods:dropdown list of neighbourhoods-->dropdown list of neighbourhoods:read galery from plugin.-->read galery from plugin.:display neighbourhood page-->display neighbourhood page:Neighbourhood page,EQ,2,6,5,1,0,boundary->boundary->boundary->control->boundary->boundary
50,Visitor:Neighbourhoods button-->Neighbourhoods button:display dropdown list of neighbourhoods-->display dropdown list of neighbourhoods:dropdown list of neighbourhoods-->dropdown list of neighbourhoods:read galery from plugin.-->read galery from plugin.:display neighbourhood page-->display neighbourhood page:404 or 500 page,EQ,2,6,5,1,0,boundary->boundary->boundary->control->boundary->boundary
51,Visitor:Neighbourhood page,EQ,0,1,1,0,0,boundary
52,Visitor:404 or 500 page,EQ,0,1,1,0,0,boundary
53,Visitor:programs button-->programs button:display a dropdown list-->display a dropdown list:dropdown list of community arts-->dropdown list of community arts:display community arts page-->display community arts page:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:project page,EQ,3,7,5,1,1,boundary->control->boundary->boundary->boundary->entity->boundary
54,Visitor:programs button-->programs button:display a dropdown list-->display a dropdown list:dropdown list of community arts-->dropdown list of community arts:display community arts page-->display community arts page:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:project database,EQ,3,7,4,2,1,boundary->control->boundary->boundary->boundary->entity->control
55,Visitor:programs button-->programs button:display a dropdown list-->display a dropdown list:dropdown list of community arts-->dropdown list of community arts:display community arts page-->display community arts page:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:404 or 500 error page,EQ,3,7,5,1,1,boundary->control->boundary->boundary->boundary->entity->boundary
56,Visitor:dropdown list of community arts-->dropdown list of community arts:display community arts page-->display community arts page:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:project page,EQ,3,5,4,0,1,boundary->boundary->boundary->entity->boundary
57,Visitor:dropdown list of community arts-->dropdown list of community arts:display community arts page-->display community arts page:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:project database,EI,3,5,3,1,1,boundary->boundary->boundary->entity->control
58,Visitor:dropdown list of community arts-->dropdown list of community arts:display community arts page-->display community arts page:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:404 or 500 error page,EQ,3,5,4,0,1,boundary->boundary->boundary->entity->boundary
59,Visitor:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:project page,EQ,1,3,2,0,1,boundary->entity->boundary
60,Visitor:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:project database,EI,1,3,1,1,1,boundary->entity->control
61,Visitor:community arts page-->community arts page:validate the link request and display project page-->validate the link request and display project page:404 or 500 error page,EQ,1,3,2,0,1,boundary->entity->boundary
62,Visitor:over mouse over a neighborhood point-->over mouse over a neighborhood point:show a box containing community arts program and tours-->show a box containing community arts program and tours:community arts program and trouds,EI,1,3,1,2,0,boundary->control->control
63,Visitor:link in the box,EQ,0,1,0,0,1,entity
64,Visitor:display neighborhood page,EQ,0,1,1,0,0,boundary
65,Visitor:display 404 or 500 page,EQ,1,1,0,1,0,control
66,Visitor:choose map-->choose map:display an interative map-->display an interative map:over mouse over a neighborhood point-->over mouse over a neighborhood point:show a box containing community arts program and tours-->show a box containing community arts program and tours:community arts program and trouds,EQ,1,5,2,3,0,boundary->control->boundary->control->control
67,Visitor:Neighbourhoods button-->Neighbourhoods button:display dropdown list for neighborhoods-->display dropdown list for neighborhoods:choose map-->choose map:display an interative map-->display an interative map:over mouse over a neighborhood point-->over mouse over a neighborhood point:show a box containing community arts program and tours-->show a box containing community arts program and tours:community arts program and trouds,EQ,2,7,4,3,0,boundary->boundary->boundary->control->boundary->control->control
68,Visitor:right bottom button-->right bottom button:read image and gallery from plugin-->read image and gallery from plugin:image and galllery,EI,0,3,1,2,0,boundary->control->control
69,Visitor:right bottom button-->right bottom button:read image and gallery from plugin-->read image and gallery from plugin:display image gallery and project description-->display image gallery and project description:display the corresponding image of the numbnail-->display the corresponding image of the numbnail:gallery interface,EI,1,5,1,3,1,boundary->control->control->entity->control
70,Visitor:right bottom button-->right bottom button:read image and gallery from plugin-->read image and gallery from plugin:display image gallery and project description-->display image gallery and project description:display the corresponding image of the numbnail-->display the corresponding image of the numbnail:display previous or next image-->display previous or next image:previous or next image,EQ,0,6,1,3,2,boundary->control->control->entity->control->entity
71,Visitor:right bottom button-->right bottom button:read image and gallery from plugin-->read image and gallery from plugin:display image gallery and project description-->display image gallery and project description:gallery interface,EI,1,4,1,3,0,boundary->control->control->control
72,Visitor:right bottom button-->right bottom button:read image and gallery from plugin-->read image and gallery from plugin:404 or 500 error page,EQ,1,3,2,1,0,boundary->control->boundary
73,Visitor:previous or next image,EQ,0,1,0,0,1,entity
74,Visitor:gallery interface,EQ,1,1,0,1,0,control
75,Visitor:trekking LA page,EQ,0,1,1,0,0,boundary
76,Visitor:programs button-->programs button:display a dropdown list-->display a dropdown list:list of programs for trekking LA-->list of programs for trekking LA:read images and texts from db-->read images and texts from db:images and texts db,EQ,0,5,2,2,1,boundary->control->boundary->control->entity
77,Visitor:programs button-->programs button:display a dropdown list-->display a dropdown list:list of programs for trekking LA-->list of programs for trekking LA:read images and texts from db-->read images and texts from db:display the Trekking LA page-->display the Trekking LA page:trekking LA page,EQ,2,6,4,2,0,boundary->control->boundary->control->boundary->boundary
78,Visitor:programs button-->programs button:display a dropdown list-->display a dropdown list:list of programs for trekking LA-->list of programs for trekking LA:read images and texts from db-->read images and texts from db:400 or 500 erorr page,EQ,1,5,3,2,0,boundary->control->boundary->control->boundary
79,Visitor:list of programs for trekking LA-->list of programs for trekking LA:read images and texts from db-->read images and texts from db:images and texts db,EI,0,3,1,1,1,boundary->control->entity
80,Visitor:list of programs for trekking LA-->list of programs for trekking LA:read images and texts from db-->read images and texts from db:display the Trekking LA page-->display the Trekking LA page:trekking LA page,EQ,2,4,3,1,0,boundary->control->boundary->boundary
81,Visitor:list of programs for trekking LA-->list of programs for trekking LA:read images and texts from db-->read images and texts from db:400 or 500 erorr page,EQ,1,3,2,1,0,boundary->control->boundary
82,Visitor:400 or 500 erorr page,EQ,0,1,1,0,0,boundary
