id,element,useCase,type,component
1,send email for verification:Email protocol,Create Profile,boundary,Email
2,User:Invalid/incorrect LinkedIn credentials,Create Profile,boundary,LinkedIn API
3,User:Login error,Create Profile,entity,ActivityLogger
4,User:LikedIn Button,Create Profile,boundary,LinkedIn API
5,User:Login page,Create Profile,control,Message
6,User:My Profile,Create Profile,boundary,User_Profile
7,User:LikedIn Credential Input Page,Create Profile,boundary,LinkedIn API
8,User:Invalid email format,Create Profile,boundary,Email
9,User:Not consistent passwords,Create Profile,boundary,Comment
10,User:Sign-in form,Create Profile,control,Signinform
11,Invalid email format:redirect to sign in page,Create Profile,control,Signinform
12,check validity of input information:Invalid email format,Create Profile,boundary,Email
13,Invalid/incorrect LinkedIn credentials:redirect to sign in page,Create Profile,control,Signinform
14,Query user information from LinkedIN:Invalid/incorrect LinkedIn credentials,Create Profile,boundary,LinkedIn API
15,LikedIn Button:open linkedin crendential input page,Create Profile,boundary,LinkedIn API
16,LikedIn Credential Input Page:Query user information from LinkedIN,Create Profile,boundary,AdditionalInfo
17,open linkedin crendential input page:LikedIn Credential Input Page,Create Profile,boundary,LinkedIn API
18,Login error:redirect to sign in page,Create Profile,control,Signinform
19,display login failure message with LinkIn:Login error,Create Profile,entity,ActivityLogger
20,save entered user information:Login page,Create Profile,control,Message
21,display information from LinkedIN:My Profile,Create Profile,boundary,User_Profile
22,Not consistent passwords:redirect to sign in page,Create Profile,control,Signinform
23,check validity of input information:Not consistent passwords,Create Profile,boundary,Comment
24,Query user information from LinkedIN:save it to user info,Create Profile,boundary,AdditionalInfo
25,Query user information from LinkedIN:prompt error with linkedin login,Create Profile,boundary,LinkedIn API
26,Query user information from LinkedIN:display login failure message with LinkIn,Create Profile,control,Message
27,Sign-in form:send email for verification,Create Profile,control,Notification
28,redirect to sign in page:Sign-in form,Create Profile,control,Signinform
29,save entered user information:User Info,Create Profile,control,Signinform
30,save it to user info:User Info,Create Profile,control,Signinform
31,check validity of input information:save entered user information,Create Profile,control,Recommendation Letter
32,send email for verification:check validity of input information,Create Profile,boundary,AdditionalInfo
33,save it to user info:display information from LinkedIN,Create Profile,boundary,AdditionalInfo
34,stl#User:Invalid/incorrect LinkedIn credentials,Create Profile,Stimulus,undefined
35,stl#User:Login error,Create Profile,Stimulus,undefined
36,stl#User:LikedIn Button,Create Profile,Stimulus,undefined
37,stl#User:Login page,Create Profile,Stimulus,undefined
38,stl#User:My Profile,Create Profile,Stimulus,undefined
39,stl#User:LikedIn Credential Input Page,Create Profile,Stimulus,undefined
40,stl#User:Invalid email format,Create Profile,Stimulus,undefined
41,stl#User:Not consistent passwords,Create Profile,Stimulus,undefined
42,stl#User:Sign-in form,Create Profile,Stimulus,undefined
