id,element,useCase,type,component
1,User:Homepage,Edit Posting,boundary,Login Page
2,User:Clicks Submit,Edit Posting,boundary,ClicksSubmit
3,User:fills out relevant information about the posting,Edit Posting,control,Standard Information
4,User:selects the appropriate posting and clicks Edit,Edit Posting,control,Edit Job posting page
5,User:Homepage,Edit Posting,boundary,Login Page
6,User:View Application Page,Edit Posting,boundary,Review Application Page
7,Changes are saved in the system:generates a message to inform the User,Edit Posting,control,Update User Profile Page
8,Changes are saved in the system:Posting db,Edit Posting,entity,Job Posting Form
9,modifies posting identification data:Changes are saved in the system,Edit Posting,control,Change Status Page
10,Choose Applications:Show confirmation page,Edit Posting,control,Online application page
11,View Application Page:Choose Applications,Edit Posting,control,Online Application
12,Clicks Submit:modifies posting identification data,Edit Posting,control,Position Specific Form
13,generates a message to inform the User:Homepage,Edit Posting,boundary,Login Page
14,Show confirmation page:Homepage,Edit Posting,boundary,Login Page
15,Show confirmation page:Homepage,Edit Posting,boundary,Login Page
16,Show confirmation page:Posting db,Edit Posting,entity,Job Posting Form
17,Show confirmation page:selects the appropriate posting and clicks Edit,Edit Posting,control,Edit Job posting page
18,retrieves the posting selected:Show confirmation page,Edit Posting,control,Online application page
19,Show confirmation page:View Application Page,Edit Posting,boundary,Review Application Page
20,fills out relevant information about the posting:modifies posting identification data,Edit Posting,control,Position Specific Form
21,retrieves the posting selected:modifies posting identification data,Edit Posting,control,Position Specific Form
22,selects the appropriate posting and clicks Edit:retrieves the posting selected,Edit Posting,control,Edit Job posting page
23,stl#User:Homepage,Edit Posting,Stimulus,undefined
24,stl#User:Clicks Submit,Edit Posting,Stimulus,undefined
25,stl#User:fills out relevant information about the posting,Edit Posting,Stimulus,undefined
26,stl#User:selects the appropriate posting and clicks Edit,Edit Posting,Stimulus,undefined
27,stl#User:Homepage,Edit Posting,Stimulus,undefined
28,stl#User:View Application Page,Edit Posting,Stimulus,undefined
