id,element,useCase,type,component
1,Update learner's profile,Update Profile,boundary,Message
2,validate_access_tocken(),Update Profile,control,Authorization API
3,response,Update Profile,boundary,Message
4,validate_data(),Update Profile,boundary,Message
5,update_profile(),Update Profile,boundary,Profile API
6,validate_data(),Update Profile,boundary,Profile API
7,update_user_data(),Update Profile,entity,MatchService
8,update_result,Update Profile,boundary,Profile API
9,Api call status,Update Profile,boundary,Profile API
10,Display update result,Update Profile,actor,undefined
11,stl#Update learner's profile,Update Profile,Stimulus,undefined
12,Lanugage learner:Update successful message,Update Profile,boundary,MessageService
13,Lanugage learner:Profile update form,Update Profile,boundary,Profile API
14,Lanugage learner:Submit button,Update Profile,boundary,LoginButton
15,Submit button:check required fields,Update Profile,control,CheckPassword
16,Update language learner information:Update successful message,Update Profile,boundary,MessageService
17,Update language learner information:account,Update Profile,entity,Account
18,check required fields:Update language learner information,Update Profile,control,Language
19,stl#Lanugage learner:Update successful message,Update Profile,Stimulus,undefined
20,stl#Lanugage learner:Profile update form,Update Profile,Stimulus,undefined
21,stl#Lanugage learner:Submit button,Update Profile,Stimulus,undefined
