id,path,transactional,path_length,diagram,useCase
1,User->Ask a question button->display ask a question form->question form,CTRL,4,Submit questions and responses,Submit questions and responses
2,User->Ask a question button->display ask a question form->question form,INT,4,Submit questions and responses,Submit questions and responses
3,User->question form->save questions->questions,CTRL,4,Submit questions and responses,Submit questions and responses
4,User->question form->save questions->questions,DM,4,Submit questions and responses,Submit questions and responses
5,User->question form->save questions->questions,EI,4,Submit questions and responses,Submit questions and responses
6,Client->load questions button->load questions->create a response button,CTRL,4,Submit questions and responses,Submit questions and responses
7,Client->load questions button->load questions->create a response button,INT,4,Submit questions and responses,Submit questions and responses
8,Client->load questions button->load questions->questions,CTRL,4,Submit questions and responses,Submit questions and responses
9,Client->load questions button->load questions->questions,DM,4,Submit questions and responses,Submit questions and responses
10,Client->load questions button->load questions->questions,EI,4,Submit questions and responses,Submit questions and responses
11,Client->create a response button->check if the question is already answered->display create a response page->create a response page,CTRL,5,Submit questions and responses,Submit questions and responses
12,Client->create a response button->check if the question is already answered->display create a response page->create a response page,INT,5,Submit questions and responses,Submit questions and responses
13,Client->create a response button->check if the question is already answered->Send notification->notification,CTRL,5,Submit questions and responses,Submit questions and responses
14,Client->create a response button->check if the question is already answered->Send notification->notification,DM,5,Submit questions and responses,Submit questions and responses
15,Client->create a response button->check if the question is already answered->Send notification->notification,EI,5,Submit questions and responses,Submit questions and responses
16,Client->create a response button->check if the question is already answered->response,CTRL,4,Submit questions and responses,Submit questions and responses
17,Client->create a response button->check if the question is already answered->response,DM,4,Submit questions and responses,Submit questions and responses
18,Client->create a response button->check if the question is already answered->response,EI,4,Submit questions and responses,Submit questions and responses
19,Client->create a response page->save the response to db->response,CTRL,4,Submit questions and responses,Submit questions and responses
20,Client->create a response page->save the response to db->response,DM,4,Submit questions and responses,Submit questions and responses
21,Client->create a response page->save the response to db->response,EI,4,Submit questions and responses,Submit questions and responses
22,Admin->load questions button->load questions->create a response button,CTRL,4,Submit questions and responses,Submit questions and responses
23,Admin->load questions button->load questions->create a response button,INT,4,Submit questions and responses,Submit questions and responses
24,Admin->load questions button->load questions->questions,CTRL,4,Submit questions and responses,Submit questions and responses
25,Admin->load questions button->load questions->questions,DM,4,Submit questions and responses,Submit questions and responses
26,Admin->load questions button->load questions->questions,EI,4,Submit questions and responses,Submit questions and responses
27,Admin->create a response page->save the response to db->response,CTRL,4,Submit questions and responses,Submit questions and responses
28,Admin->create a response page->save the response to db->response,DM,4,Submit questions and responses,Submit questions and responses
29,Admin->create a response page->save the response to db->response,EI,4,Submit questions and responses,Submit questions and responses
30,Admin->create a response button->check if the question is already answered->display create a response page->create a response page,CTRL,5,Submit questions and responses,Submit questions and responses
31,Admin->create a response button->check if the question is already answered->display create a response page->create a response page,INT,5,Submit questions and responses,Submit questions and responses
32,Admin->create a response button->check if the question is already answered->Send notification->notification,CTRL,5,Submit questions and responses,Submit questions and responses
33,Admin->create a response button->check if the question is already answered->Send notification->notification,DM,5,Submit questions and responses,Submit questions and responses
34,Admin->create a response button->check if the question is already answered->Send notification->notification,EI,5,Submit questions and responses,Submit questions and responses
35,Admin->create a response button->check if the question is already answered->response,CTRL,4,Submit questions and responses,Submit questions and responses
36,Admin->create a response button->check if the question is already answered->response,DM,4,Submit questions and responses,Submit questions and responses
37,Admin->create a response button->check if the question is already answered->response,EI,4,Submit questions and responses,Submit questions and responses
