id,element,useCase,type,component
1,Actor:my photo screen,Take a photo,boundary,SignupScreen
2,Actor:upload choice,Take a photo,boundary,myupload
3,Actor:view photo,Take a photo,boundary,photolist
4,Upload:upload choice,Take a photo,boundary,myupload
5,view photo:Upload,Take a photo,boundary,myupload
6,camera:take the photo successfully,Take a photo,boundary,photolist
7,camera:can't access camera,Take a photo,boundary,cameraroll
8,prepare resullt:camera,Take a photo,boundary,cameraroll
9,can't access camera:my photo screen,Take a photo,boundary,SignupScreen
10,my photo screen:prepare resullt,Take a photo,control,Result
11,User:my photo screen,Take a photo,boundary,SignupScreen
12,view photo:prepare resullt,Take a photo,control,Result
13,take the photo successfully:view photo,Take a photo,boundary,photolist
14,User:upload choice,Take a photo,boundary,myupload
15,User:view photo,Take a photo,boundary,photolist
16,stl#Actor:my photo screen,Take a photo,Stimulus,undefined
17,stl#Actor:upload choice,Take a photo,Stimulus,undefined
18,stl#Actor:view photo,Take a photo,Stimulus,undefined
19,stl#User:my photo screen,Take a photo,Stimulus,undefined
20,stl#User:upload choice,Take a photo,Stimulus,undefined
21,stl#User:view photo,Take a photo,Stimulus,undefined
