id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Traveler->TripPlanDetaillsPage->NavigateAnnotation->Annotates Trip Plan with Photos Page,EQ,CTRL|INT,4,undefined,1,0,1,Manage Trip Plan,Manage Trip Plan
2,Traveler->TripPlanDetaillsPage->NavigateShareTripPlan->Share trip plan page,EQ,CTRL|INT,4,undefined,1,0,1,Manage Trip Plan,Manage Trip Plan
3,Traveler->TripPlanDetaillsPage->NavigateManageSubscription->Manage subscriptions page,EQ,CTRL|INT,4,undefined,1,0,1,Manage Trip Plan,Manage Trip Plan
4,Traveler->TripPlanDetaillsPage->NavigateFindorAddPlaces->Find or Add Places Page,EQ,CTRL|INT,4,undefined,1,0,1,Manage Trip Plan,Manage Trip Plan
5,Traveler->TripPlanDetaillsPage->NavigateTripCalendar->Trip Calendar Page,EQ,CTRL|INT,4,undefined,1,0,1,Manage Trip Plan,Manage Trip Plan
6,Traveler->Travel Plan Home Page->AddTripPlan->TripPlanDetaillsPage,EQ,CTRL|INT,4,undefined,1,0,1,Manage Trip Plan,Manage Trip Plan
7,Traveler->Travel Plan Home Page->Manage Trip Plans->Trip Plans Database,EI,CTRL|DM|EI,4,undefined,1,1,1,Manage Trip Plan,Manage Trip Plan
8,Traveler->Travel Plan Home Page->Manage Trip Plans->TripPlanDetaillsPage,EQ,CTRL|INT,4,undefined,1,0,1,Manage Trip Plan,Manage Trip Plan
