NUM,DM,Attribute_Num,Operation_Num,Class_Num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,DET,RET,ILF,EIF,OBJ,NOET,NOAAE,NORT,NEM,NSR, NOA,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCA,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT
1,domain_model,8,106,30,29,0.03333333333333333,0.034482758620689655,1,1,39,0,0,203,61,0,3.533333333333333,0.26666666666666666,1.3,0,0,6.766666666666667,0.26666666666666666,9,0,8,30,217,56,30,30,8,204,61,61,203,9,3.533333333333333,1,0.26666666666666666,0,0,29,0.3,0.5,0.034482758620689655,30,1,0,0,106,39,8,203,3.533333333333333,1.3,0.26666666666666666,13.533333333333333,13.533333333333333,30,0.26666666666666666,30,30,203,3.533333333333333,1.3,106
