NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Use Case1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Use Case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Approve Sign up,4,14,0,10,2,8,0,0,0,4,0,4,0,4,0,4,4.25,2.6923076923076925,3.25,1.25,11.442307692307693,0,0,16,4,4,4,4,4,4,4,4.0592,5.3344000000000005,4.7622
4,Approve/Reject Comment,4,14,0,10,2,8,0,0,0,4,0,4,0,4,0,4,4.25,5,3.25,1.25,21.25,0,0,14,4,4,4,4,4,4,4,4.0592,10.1538,6.4056999999999995
5,Change Project,7,15,0,11,6,5,0,0,0,1,0,1,0,1,6,1,32,2.8,25,6,89.6,0,0,22,7,7,7,7,7,7,7,7.1036,10.633199999999999,8.3576
6,Create New Meeting,5,12,0,9,2,7,0,0,0,3,0,5,0,3,0,5,4.8,2.210526315789474,3.8,0.8,10.610526315789475,0,0,16,5,5,5,5,5,5,5,5.074,7.4468,6.024
7,Create New Project,5,12,0,9,5,4,0,0,0,1,0,1,0,1,4,1,24,1.7894736842105263,19,6,42.94736842105263,0,0,16,5,5,5,5,5,5,5,5.074,7.4468,6.023999999999999
8,Edit Meeting,5,12,0,9,3,6,0,0,0,2,0,3,0,2,2,3,8,1.7894736842105263,6.333333333333333,2,14.31578947368421,0,0,16,5,5,5,5,5,5,5,5.074,7.4468,6.023999999999999
9,Edit Profile,3,11,0,8,3,5,0,0,0,2,0,2,0,2,1,2,6.5,1.9,5,1.5,12.35,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
10,Edit Project,5,12,0,9,5,4,0,0,0,1,0,1,0,1,4,1,24,1.7894736842105263,19,6,42.94736842105263,0,0,16,5,5,5,5,5,5,5,5.074,7.4468,6.023999999999999
11,Generate Logs,7,15,0,11,6,3,2,0,0,1,0,1,0,1,6,1,31,2.5416666666666665,24,6,78.79166666666666,0,0,22,7,7,7,7,7,7,7,7.1036,8.7598,8.3576
12,Login,3,8,0,6,3,3,0,0,0,1,0,1,0,1,2,1,13,2.4,10,1,31.2,0,0,11,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
13,Publish Meeting,3,11,0,8,5,3,0,0,0,1,0,1,0,1,2,1,13,1.9,10,3,24.7,0,0,11,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
14,Send Notification,3,11,0,8,3,5,0,0,0,2,0,2,0,2,1,2,6.5,2.1,5,1.5,13.65,0,0,11,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
15,Sign up,4,15,0,11,5,6,0,0,0,0,0,0,0,0,4,0,0,2.4285714285714284,0,0,0,0,0,15,4,4,4,4,4,4,4,4.0592,5.3344,4.7622
16,Submit Comment to Meeting Minutes,3,11,0,8,3,5,0,0,0,1,0,1,0,1,2,1,13,1.9,10,7,24.7,0,0,14,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
17,View Assigned Task,3,10,0,7,3,4,0,0,0,2,0,2,0,2,1,2,5.5,2.5,4,1.5,13.75,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,3.3237,3.5479000000000003
18,View Meeting,3,10,0,7,2,5,0,0,0,3,0,3,0,3,0,3,3.6666666666666665,4.25,2.6666666666666665,1,15.583333333333332,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.2604,4.3934
19,View Pending Tasks,5,12,0,9,5,4,0,0,0,1,0,1,0,1,4,1,22,2.235294117647059,17,8,49.1764705882353,0,0,17,5,5,5,5,5,5,5,5.074,6.6118,6.023999999999999
20,View Status of Submitted comment,3,10,0,7,3,4,0,0,0,2,0,2,0,2,1,2,5.5,3.25,4,1.5,17.875,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,3.4254,3.5479000000000003
