id,path,transactional,path_length,diagram,useCase
1,User->blog page->save blog in db->blog,CTRL,4,Create blog,Create blog
2,User->blog page->save blog in db->blog,DM,4,Create blog,Create blog
3,User->blog page->save blog in db->blog,EI,4,Create blog,Create blog
4,User->post blog button->redirect to blog page->blog page,CTRL,4,Create blog,Create blog
5,User->post blog button->redirect to blog page->blog page,INT,4,Create blog,Create blog
