name, startTime, endTime, runTime, size (kb), size(mb)
Amer_I_Can_Re_Up_2019-9-18@1571435641556,Fri Oct 18 2019 14:54:01 GMT-0700 (Pacific Daylight Time),Fri Oct 18 2019 14:54:29 GMT-0700 (Pacific Daylight Time),27775,1012.008,1.012008
