id,element,useCase,type,component
1,check username and password to facebook database:Facebook,Share project on Facebook,boundary,Facebook
2,post posts about project on LA comman staff's facebook timeline:Facebook,Share project on Facebook,boundary,Facebook
3,Facebook button:display a new window for login facebook,Share project on Facebook,boundary,Facebook
4,Visitor:Facebook button,Share project on Facebook,boundary,Facebook
5,Facebook wall:post posts about project on LA comman staff's facebook timeline,Share project on Facebook,boundary,Facebook
6,Visitor:Facebook wall,Share project on Facebook,boundary,Facebook
7,check username and password to facebook database:Facebook wall,Share project on Facebook,boundary,Facebook
8,Visitor:Invalid name and password match message,Share project on Facebook,control,validatethelinkofimage
9,check username and password to facebook database:Invalid name and password match message,Share project on Facebook,control,validatethelinkofimage
10,facebook login dialog:check username and password to facebook database,Share project on Facebook,boundary,Facebook
11,display a new window for login facebook:facebook login dialog,Share project on Facebook,boundary,Facebook
12,Visitor:facebook login dialog,Share project on Facebook,boundary,Facebook
13,stl#Visitor:Facebook button,Share project on Facebook,Stimulus,undefined
14,stl#Visitor:Facebook wall,Share project on Facebook,Stimulus,undefined
15,stl#Visitor:Invalid name and password match message,Share project on Facebook,Stimulus,undefined
16,stl#Visitor:facebook login dialog,Share project on Facebook,Stimulus,undefined
