id,path,transactional,path_length,diagram,useCase
1,User->switch detail page->update switch status->Switch,CTRL,4,Swith on/off switches,Swith on/off switches
2,User->switch detail page->update switch status->Switch,DM,4,Swith on/off switches,Swith on/off switches
3,User->switch detail page->update switch status->Switch,EI,4,Swith on/off switches,Swith on/off switches
4,User->switch detail page->update switch status->Error message when updating switchs->Error message of updating,CTRL,5,Swith on/off switches,Swith on/off switches
5,User->switch detail page->update switch status->Error message when updating switchs->Error message of updating,INT,5,Swith on/off switches,Swith on/off switches
6,User->List of switches->update list of switch->Switch,CTRL,4,Swith on/off switches,Swith on/off switches
7,User->List of switches->update list of switch->Switch,DM,4,Swith on/off switches,Swith on/off switches
8,User->List of switches->update list of switch->Switch,EI,4,Swith on/off switches,Swith on/off switches
9,User->List of switches->update list of switch->switch detail page,CTRL,4,Swith on/off switches,Swith on/off switches
10,User->List of switches->update list of switch->switch detail page,INT,4,Swith on/off switches,Swith on/off switches
