id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff
1,stl#ControlPanelLayout_onClick->ControlPanelLayout_onClick->ControlPanelManager_getSilentOn->ControlPanelLayout_showAllVolume,src,CTRL,4,6,7.666666666666667,3,30.666666666666668
2,stl#ControlPanelLayout_onStopTrackingTouch->ControlPanelLayout_onStopTrackingTouch,src,CTRL,2,2,10,1,20
3,stl#ControlPanelLayout_onStartTrackingTouch->ControlPanelLayout_onStartTrackingTouch,src,CTRL,2,2,10,1,20
4,stl#ControlPanelLayout_onClick->ControlPanelLayout_onClick->ControlPanelManager_getDndOn,src,CTRL,3,4,6.5,2,19.5
5,stl#ControlPanelLayout_onClick->ControlPanelLayout_onClick->ControlPanelManager_getFlashOn,src,CTRL,3,4,6.5,2,19.5
6,stl#ControlPanelLayout_onClick->ControlPanelLayout_onClick,src,CTRL,2,2,10,1,20
7,stl#NavCtrlHolderManager_onTouchUp->NavCtrlHolderManager_onTouchUp,src,CTRL,2,2,10,1,20
8,stl#NavCtrlHolderManager_onTouchMove->NavCtrlHolderManager_onTouchMove,src,CTRL,2,2,10,1,20
9,stl#NavCtrlHolderManager_onTouchDown->NavCtrlHolderManager_onTouchDown,src,CTRL,2,2,10,1,20
10,stl#NavCtrlHolderManager_onTouch->NavCtrlHolderManager_onTouch,src,CTRL,2,2,10,1,20
11,stl#SyncSetting_onStartCommand->SyncSetting_onStartCommand,src,CTRL,2,4,7,1,14
12,stl#SyncSetting_onCreate->SyncSetting_onCreate->PullUpManager_startPullUp->PullUpManager_addBlankLayout->PullUpUIManager_newBlankParams->SyncSetting_getOrientation->NavCtrlHolderManager_setSwipeControl->NavCtrlHolderManager_->SwipeLayout_setOnSwipeLayoutTouchListener->NavCtrlHolderManager_->NavCtrlHolderManager_setupLayoutAfterSwipeLayout,src,CTRL,11,22,6.4,10,70.4
13,stl#SyncSetting_onCreate->SyncSetting_onCreate->PullUpManager_startPullUp->PullUpManager_addBlankLayout->PullUpUIManager_newBlankParams->SyncSetting_getOrientation->PullUpUIManager_addBlankLayout->NavCtrlHolderManager_startInHolder->NavCtrlHolderUI_addSwipeLayout->SyncSetting_getOrientation,src,CTRL,10,22,5.111111111111111,9,51.11111111111111
14,stl#SyncSetting_onCreate->SyncSetting_onCreate->PullUpManager_startPullUp->PullUpManager_addBlankLayout->PullUpUIManager_newBlankParams->SyncSetting_getOrientation->PullUpUIManager_setBlankParamsWidth->SyncSetting_getOrientation,src,CTRL,8,18,5,7,40
