id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->User info page->Delete user info->User info,EI,CTRL|DM|EI,4,undefined,1,1,1,Delete users,Delete users
2,User->User info page->Delete user info->Delete user info success,EQ,CTRL|INT,4,undefined,1,0,1,Delete users,Delete users
3,User->User List->query user info->User info page,EQ,CTRL|INT,4,undefined,1,0,1,Delete users,Delete users
4,User->User List->query user info->User info,EI,CTRL|DM|EI,4,undefined,1,1,1,Delete users,Delete users
