id,element,useCase,type,component
1,User:pdf format is not valid message,edit micro website,control,pdfformatisnotvalidmessage
2,User:"Edit" Button,edit micro website,boundary,createaccountbutton
3,User:"micro website" form,edit micro website,control,idlefor30ormoreminutes
4,User:Micro Website Management Page,edit micro website,boundary,MicroWebsiteManagementPage
5,"Edit" Button:Redirect to a "Micro Website" form,edit micro website,boundary,MicroWebsiteManagementPage
6,Redirect to a "Micro Website" form:"Edit" Button,edit micro website,boundary,createaccountbutton
7,"Micro website" form:save receipient information into dataabase,edit micro website,control,pdfformatisnotvalidmessage
8,checkthe required fields are filled:"Micro website" form,edit micro website,boundary,MicroWebsiteManagementPage
9,"micro website" form:checkthe required fields are filled,edit micro website,control,checktherequiredfieldsarefilled
10,Redirect to a "Micro Website" form:"micro website" form,edit micro website,boundary,MicroWebsiteManagementPage
11,Redirect to micro website management page:Micro Website Management Page,edit micro website,boundary,MicroWebsiteManagementPage
12,save receipient information into dataabase:Recipient Information,edit micro website,control,pdfformatisnotvalidmessage
13,save receipient information into dataabase:Redirect to micro website management page,edit micro website,boundary,MicroWebsiteManagementPage
14,checkthe required fields are filled:pdf format is not valid message,edit micro website,control,pdfformatisnotvalidmessage
15,checkthe required fields are filled:save receipient information into dataabase,edit micro website,control,pdfformatisnotvalidmessage
16,stl#User:pdf format is not valid message,edit micro website,Stimulus,undefined
17,stl#User:"Edit" Button,edit micro website,Stimulus,undefined
18,stl#User:"micro website" form,edit micro website,Stimulus,undefined
19,stl#User:Micro Website Management Page,edit micro website,Stimulus,undefined
