id,element,useCase,type,component
1,User:Send student detail,view enrolled students,boundary,Studentcourselist
2,User:Homepage,view enrolled students,boundary,Homepage
3,User:Course link button,view enrolled students,boundary,Exportbutton
4,Course link button:Get  enrolled students list,view enrolled students,boundary,Studentcourselist
5,Display page:Homepage,view enrolled students,boundary,Homepage
6,Send student detail:Display page,view enrolled students,boundary,Homepage
7,Request students data:Display page,view enrolled students,boundary,Homepage
8,Get  enrolled students list:Request students data,view enrolled students,boundary,Studentcourselist
9,stl#User:Send student detail,view enrolled students,Stimulus,undefined
10,stl#User:Homepage,view enrolled students,Stimulus,undefined
11,stl#User:Course link button,view enrolled students,Stimulus,undefined
