id,element,useCase,type,outboundDegree,inboundDegree
1,Employee:Coupon Redeem Page,Notify Partner of Redemption,0,undefined,undefined
2,Traveler:Redeem Success Page,Notify Partner of Redemption,0,undefined,undefined
3,Traveler:Coupon Redeem Page,Notify Partner of Redemption,0,undefined,undefined
4,Alert message page:Click cancel button,Notify Partner of Redemption,0,undefined,undefined
5,Alert message page:Coupon Redeem Page,Notify Partner of Redemption,0,undefined,undefined
6,Is network connection working:Alert message page,Notify Partner of Redemption,0,undefined,undefined
7,Alert message page:Click cancel button,Notify Partner of Redemption,0,undefined,undefined
8,Display Redemption Password Validation Page:Alert message page,Notify Partner of Redemption,0,undefined,undefined
9,is there similiar transaction:Alert message page,Notify Partner of Redemption,0,undefined,undefined
10,Click cancel button:Coupon Redeem Page,Notify Partner of Redemption,0,undefined,undefined
11,Redeem failed page:Click cancel button,Notify Partner of Redemption,0,undefined,undefined
12,Coupon:Display Redemption Password Validation Page,Notify Partner of Redemption,0,undefined,undefined
13,Coupon Redeem Page:Enter password,Notify Partner of Redemption,0,undefined,undefined
14,Display Coupon Successfully Redeemed Popup Message:Coupon Successfully Redeemed Popup Message,Notify Partner of Redemption,0,undefined,undefined
15,Is password valid?:Display Coupon Successfully Redeemed Popup Message,Notify Partner of Redemption,0,undefined,undefined
16,Display Redeem Coupon Page:Redeem Success Page,Notify Partner of Redemption,0,undefined,undefined
17,Enter Password:Display Redeem Coupon Page,Notify Partner of Redemption,0,undefined,undefined
18,Display Redemption Password Validation Page:Is network connection working,Notify Partner of Redemption,0,undefined,undefined
19,Does network connection and server work:Error messagge popup,Notify Partner of Redemption,0,undefined,undefined
20,Is network connection working:Does network connection and server work,Notify Partner of Redemption,0,undefined,undefined
21,Enter Password:Traveler Account,Notify Partner of Redemption,0,undefined,undefined
22,is there similiar transaction:Enter Password,Notify Partner of Redemption,0,undefined,undefined
23,Enter password:Is network connection working,Notify Partner of Redemption,0,undefined,undefined
24,Is network connection working:Is password valid?,Notify Partner of Redemption,0,undefined,undefined
25,Is password valid?:is there similiar transaction,Notify Partner of Redemption,0,undefined,undefined
26,Is password valid?:Redeem failed page,Notify Partner of Redemption,0,undefined,undefined
27,stl#Employee:Coupon Redeem Page,Notify Partner of Redemption,0,undefined,undefined
28,stl#Traveler:Redeem Success Page,Notify Partner of Redemption,0,undefined,undefined
29,stl#Traveler:Coupon Redeem Page,Notify Partner of Redemption,0,undefined,undefined
