id,element,useCase,type,component
1,User:fills out all of the required data correctly,Create Account,control,MySQL Database Connector
2,User:Homepage,Create Account,boundary,Login Page
3,User:selects Create an Account ,Create Account,boundary,Job Postings and Accounts Controller
4,Show confirmation page:Account db,Create Account,control,New Account Details
5,creates an account for the User:Account db,Create Account,control,New Account Details
6,creates an account for the User:Homepage,Create Account,boundary,Login Page
7,Show confirmation page:Homepage,Create Account,boundary,Login Page
8,Show confirmation page:selects Create an Account ,Create Account,boundary,Job Postings and Accounts Controller
9,returns a standard information form :Show confirmation page,Create Account,control,Online application page
10,fills out all of the required data correctly:creates an account for the User,Create Account,boundary,User Authentication Controller
11,returns a standard information form :creates an account for the User,Create Account,boundary,User Authentication Controller
12,selects Create an Account :returns a standard information form ,Create Account,control,Standard Information
13,stl#User:fills out all of the required data correctly,Create Account,Stimulus,undefined
14,stl#User:Homepage,Create Account,Stimulus,undefined
15,stl#User:selects Create an Account ,Create Account,Stimulus,undefined
