id,element,useCase,type,component
1,User:Show message for storing the info.,Save as template,boundary,Displaysuccessmessage
2,User:"open a sphere template",Save as template,boundary,OpenSphereView
3,User:List of questions and nodes,Save as template,control,QuestionModel
4,"open a sphere template":display a list of questions and nodes page,Save as template,control,QuestionModel
5,List of questions and nodes:save template,Save as template,control,CreateFormTemplateView
6,display a list of questions and nodes page:List of questions and nodes,Save as template,control,QuestionModel
7,save template:Show message for storing the info.,Save as template,boundary,Displaysuccessmessage
8,save template:template info,Save as template,control,CreateFormTemplateView
9,stl#User:Show message for storing the info.,Save as template,Stimulus,undefined
10,stl#User:"open a sphere template",Save as template,Stimulus,undefined
11,stl#User:List of questions and nodes,Save as template,Stimulus,undefined
