id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Edit Profile Page->verify input information->update user account information->account information,EI,CTRL|DM|EI,5,undefined,2,1,1,Edit Profile,Edit Profile
2,User->Edit Profile Page->verify input information->Error Information,EQ,CTRL|INT,4,undefined,1,0,1,Edit Profile,Edit Profile
