id,element,useCase,type,outboundDegree,inboundDegree
1,Traveler:Travel Plan Home Page,Manage Trip Plan,0,undefined,undefined
2,Traveler:TripPlanDetaillsPage,Manage Trip Plan,0,undefined,undefined
3,AddTripPlan:TripPlanDetaillsPage,Manage Trip Plan,0,undefined,undefined
4,Travel Plan Home Page:AddTripPlan,Manage Trip Plan,0,undefined,undefined
5,NavigateAnnotation:Annotates Trip Plan with Photos Page,Manage Trip Plan,0,undefined,undefined
6,DeleteTripPlan:Travel Plan Home Page,Manage Trip Plan,0,undefined,undefined
7,Travel Plan Home Page:DeleteTripPlan,Manage Trip Plan,0,undefined,undefined
8,NavigateFindorAddPlaces:Find or Add Places Page,Manage Trip Plan,0,undefined,undefined
9,Manage Trip Plans:TripPlanDetaillsPage,Manage Trip Plan,0,undefined,undefined
10,Manage Trip Plans:Trip Plans Database,Manage Trip Plan,0,undefined,undefined
11,Travel Plan Home Page:Manage Trip Plans,Manage Trip Plan,0,undefined,undefined
12,NavigateManageSubscription:Manage subscriptions page,Manage Trip Plan,0,undefined,undefined
13,TripPlanDetaillsPage:NavigateAnnotation,Manage Trip Plan,0,undefined,undefined
14,TripPlanDetaillsPage:NavigateFindorAddPlaces,Manage Trip Plan,0,undefined,undefined
15,TripPlanDetaillsPage:NavigateManageSubscription,Manage Trip Plan,0,undefined,undefined
16,NavigateShareTripPlan:Share trip plan page,Manage Trip Plan,0,undefined,undefined
17,TripPlanDetaillsPage:NavigateShareTripPlan,Manage Trip Plan,0,undefined,undefined
18,NavigateTripCalendar:Trip Calendar Page,Manage Trip Plan,0,undefined,undefined
19,TripPlanDetaillsPage:NavigateTripCalendar,Manage Trip Plan,0,undefined,undefined
20,Navigation Delete Places:TripPlanDetaillsPage,Manage Trip Plan,0,undefined,undefined
21,TripPlanDetaillsPage:Navigation Delete Places,Manage Trip Plan,0,undefined,undefined
22,stl#Traveler:Travel Plan Home Page,Manage Trip Plan,0,undefined,undefined
23,stl#Traveler:TripPlanDetaillsPage,Manage Trip Plan,0,undefined,undefined
