id,element,useCase,type,component
1,Weight loser:goal detail display,track goal,entity,Goal
2,Weight loser:goal has some sponsors,track goal,boundary,Sponsor
3,Weight loser:track goal button,track goal,boundary,TrackGoal
4,show goals details:goal detail display,track goal,entity,Goal
5,retrieve goal details:goal has some sponsors,track goal,boundary,Sponsor
6,retrieve goal details:goal info,track goal,entity,Goal
7,retrieve goal details:show goals details,track goal,entity,Goal
8,track goal button:retrieve goal details,track goal,control,TransactionDetailView
9,stl#Weight loser:goal detail display,track goal,Stimulus,undefined
10,stl#Weight loser:goal has some sponsors,track goal,Stimulus,undefined
11,stl#Weight loser:track goal button,track goal,Stimulus,undefined
