id,element,useCase,type,outboundDegree,inboundDegree
1,Traveler:Management subscription page,View partner offer,0,undefined,undefined
2,Click "detail":Empty list prompting box,View partner offer,0,undefined,undefined
3,Click "detail":partner offer page,View partner offer,0,undefined,undefined
4,Click "detail":Display partner info,View partner offer,0,undefined,undefined
5,Management subscription page:Click "detail",View partner offer,0,undefined,undefined
6,Click back:Management subscription page,View partner offer,0,undefined,undefined
7,partner offer page:Click back,View partner offer,0,undefined,undefined
8,Retrieve coupon list:Coupon Info,View partner offer,0,undefined,undefined
9,Return search results:Coupon Info,View partner offer,0,undefined,undefined
10,Display partner info:Retrieve partner info,View partner offer,0,undefined,undefined
11,Display partner info:Error prompting box,View partner offer,0,undefined,undefined
12,Retrieve partner info:Partner info,View partner offer,0,undefined,undefined
13,Sort coupon list:Retrieve coupon list,View partner offer,0,undefined,undefined
14,Search coupon:Return search results,View partner offer,0,undefined,undefined
15,partner offer page:Search coupon,View partner offer,0,undefined,undefined
16,partner offer page:Sort coupon list,View partner offer,0,undefined,undefined
17,click "popular":Sort coupon list,View partner offer,0,undefined,undefined
18,partner offer page:click "popular",View partner offer,0,undefined,undefined
19,stl#Traveler:Management subscription page,View partner offer,0,undefined,undefined
