id,path,transactional,path_length,diagram,useCase
1,User->view meeting option->Query meetings by user->meeting view,CTRL,4,View meeting,View meeting
2,User->view meeting option->Query meetings by user->meeting view,INT,4,View meeting,View meeting
3,User->view meeting option->Query meetings by user->meeting,CTRL,4,View meeting,View meeting
4,User->view meeting option->Query meetings by user->meeting,DM,4,View meeting,View meeting
5,User->view meeting option->Query meetings by user->meeting,EI,4,View meeting,View meeting
6,User->view meeting option->Query meetings by user->list with no meetings,CTRL,4,View meeting,View meeting
7,User->view meeting option->Query meetings by user->list with no meetings,INT,4,View meeting,View meeting
