id,element,useCase,type,component
1,User:Invalid username and password message,login,control,pdfformatisnotvalidmessage
2,User:Login Button,login,boundary,DeleteButton
3,User:Marketing Director's home page,login,boundary,ViewMarketDirectorAccountsPage
4,User:User is authorized message,login,control,pdfformatisnotvalidmessage
5,Verify username and password:Invalid username and password message,login,control,pdfformatisnotvalidmessage
6,Login Button:Verify username and password,login,control,User
7,Redirect to marketing director's homepage:Marketing Director's home page,login,boundary,ViewMarketDirectorAccountsPage
8,Verify username and password:Redirect to marketing director's homepage,login,boundary,ViewMarketDirectorAccountsPage
9,Verify username and password:User Info,login,control,User
10,Verify username and password:User is authorized message,login,control,pdfformatisnotvalidmessage
11,stl#User:Invalid username and password message,login,Stimulus,undefined
12,stl#User:Login Button,login,Stimulus,undefined
13,stl#User:Marketing Director's home page,login,Stimulus,undefined
14,stl#User:User is authorized message,login,Stimulus,undefined
