id,element,useCase,type,component
1,User:Students course menu,input course preference,boundary,Studentcourselist
2,User:Homepage,input course preference,boundary,Homepage
3,User:Select prefer course,input course preference,boundary,Studentcourselist
4,User:send students detail,input course preference,boundary,Studentcourselist
5,Confirmation page:Database,input course preference,entity,Database
6,Confirmation page:Homepage,input course preference,boundary,Homepage
7,Select prefer course:Confirmation page,input course preference,control,Displaycomfirminformation
8,Display page:Confirmation page,input course preference,control,Displaycomfirminformation
9,Request students detail:Display page,input course preference,boundary,Homepage
10,send students detail:Display page,input course preference,boundary,Homepage
11,Students course menu:Request students detail,input course preference,boundary,Studentcourselist
12,stl#User:Students course menu,input course preference,Stimulus,undefined
13,stl#User:Homepage,input course preference,Stimulus,undefined
14,stl#User:Select prefer course,input course preference,Stimulus,undefined
15,stl#User:send students detail,input course preference,Stimulus,undefined
