id,path,transactional,path_length,diagram,useCase
1,User->Attendance information page->query attendance detail information->Attendance information,CTRL,4,Monitor attendance,Monitor attendance
2,User->Attendance information page->query attendance detail information->Attendance information,DM,4,Monitor attendance,Monitor attendance
3,User->Attendance information page->query attendance detail information->Attendance information,EI,4,Monitor attendance,Monitor attendance
4,User->Attendance information page->query attendance detail information->Attendance detail information,CTRL,4,Monitor attendance,Monitor attendance
5,User->Attendance information page->query attendance detail information->Attendance detail information,INT,4,Monitor attendance,Monitor attendance
6,User->View girls/volunteers attendance button->query attendance information->Attendance information,CTRL,4,Monitor attendance,Monitor attendance
7,User->View girls/volunteers attendance button->query attendance information->Attendance information,DM,4,Monitor attendance,Monitor attendance
8,User->View girls/volunteers attendance button->query attendance information->Attendance information,EI,4,Monitor attendance,Monitor attendance
9,User->View girls/volunteers attendance button->query attendance information->Attendance information page,CTRL,4,Monitor attendance,Monitor attendance
10,User->View girls/volunteers attendance button->query attendance information->Attendance information page,INT,4,Monitor attendance,Monitor attendance
